# MEAN_SAMPLE_SIZE = 60601
# TOTAL_GENES = 18910
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
VARIABLE                                TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
GO_bp:go_myofibril_assembly              SET      68     -0.10165   -0.0060845      0.11675      0.80802 GO_bp:go_myofibril_assembly
GO_bp:go_negative_regulation...145       SET      55     0.026531    0.0014288      0.12925      0.41868 GO_bp:go_negative_regulation_of_chemotaxis
GO_bp:go_blood_coagulation_i...          SET      16     -0.15678   -0.0045586      0.24661      0.73752 GO_bp:go_blood_coagulation_intrinsic_pathway
GO_bp:go_glomerulus_developm...          SET      57    -0.096812   -0.0053074      0.14579      0.74666 GO_bp:go_glomerulus_development
GO_bp:go_telomere_maintenanc...2         SET      14    -0.017073  -0.00046439       0.2216      0.53071 GO_bp:go_telomere_maintenance_via_recombination
GO_bp:go_regulation_of_relea...1         SET      47     -0.16579   -0.0082552      0.13719      0.88656 GO_bp:go_regulation_of_release_of_cytochrome_c_from_mitochondria
GO_bp:go_cell_cell_signaling...2         SET      28      0.12337    0.0047438      0.20678      0.27538 GO_bp:go_cell_cell_signaling_involved_in_cardiac_conduction
GO_bp:go_cellular_response_t...113       SET      15     0.028377   0.00079893      0.24517      0.45393 GO_bp:go_cellular_response_to_thyroid_hormone_stimulus
GO_bp:go_positive_regulation...575       SET     136    -0.051687   -0.0043677     0.078759      0.74417 GO_bp:go_positive_regulation_of_nf_kappab_transcription_factor_activity
GO_bp:go_mitochondrial_rna_p...          SET      15    -0.053401   -0.0015034      0.23198      0.59103 GO_bp:go_mitochondrial_rna_processing
GO_bp:go_cellular_lipid_cata...          SET     201    0.0046966   0.00048165     0.068511      0.47267 GO_bp:go_cellular_lipid_catabolic_process
GO_bp:go_regulation_of_cardi...4         SET      26      0.23869     0.008845      0.21021      0.12809 GO_bp:go_regulation_of_cardiac_muscle_cell_action_potential
GO_bp:go_positive_regulation...335       SET      11     -0.13642   -0.0032893      0.31239      0.66883 GO_bp:go_positive_regulation_of_hair_cycle
GO_bp:go_sympathetic_nervous...          SET      21      0.46619     0.015527      0.23192     0.022215 GO_bp:go_sympathetic_nervous_system_development
GO_bp:go_regulation_of_alpha...2         SET      59     -0.10806   -0.0060265      0.13206      0.79339 GO_bp:go_regulation_of_alpha_beta_t_cell_differentiation
GO_bp:go_multicellular_organ...2         SET     144      0.10202     0.008869     0.079593      0.09997 GO_bp:go_multicellular_organism_growth
GO_bp:go_granulocyte_migrati...          SET     128    -0.038376   -0.0031467     0.097937      0.65241 GO_bp:go_granulocyte_migration
GO_bp:go_positive_regulation...37        SET      22       0.3242     0.011052      0.20445     0.056412 GO_bp:go_positive_regulation_of_antigen_receptor_mediated_signaling_pathway
GO_bp:go_ncrna_metabolic_pro...          SET     425     0.016093    0.0023854     0.045059      0.36049 GO_bp:go_ncrna_metabolic_process
GO_bp:go_phosphate_ion_trans...2         SET      26     0.038948    0.0014432      0.21055      0.42662 GO_bp:go_phosphate_ion_transport
GO_bp:go_negative_regulation...62        SET      47    -0.067107   -0.0033415      0.15797      0.66451 GO_bp:go_negative_regulation_of_bmp_signaling_pathway
GO_bp:go_positive_regulation...557       SET      51     -0.10658   -0.0055277      0.13763      0.78066 GO_bp:go_positive_regulation_of_neural_precursor_cell_proliferation
GO_bp:go_regulation_of_cellu...10        SET      22    -0.071496   -0.0024373      0.22722      0.62349 GO_bp:go_regulation_of_cellular_extravasation
GO_bp:go_cardiac_muscle_tiss...2         SET      68     0.024252    0.0014517      0.12926      0.42559 GO_bp:go_cardiac_muscle_tissue_morphogenesis
GO_bp:go_purine_nucleobase_b...          SET       9      0.26631    0.0058085      0.33105      0.21058 GO_bp:go_purine_nucleobase_biosynthetic_process
GO_bp:go_mitotic_g2_dna_dama...          SET      19    -0.014714  -0.00046617       0.2047      0.52865 GO_bp:go_mitotic_g2_dna_damage_checkpoint
GO_bp:go_positive_regulation...647       SET      26    -0.030333    -0.001124      0.20389      0.55913 GO_bp:go_positive_regulation_of_protein_autophosphorylation
GO_bp:go_negative_regulation...485       SET      20     -0.25855    -0.008404      0.22619      0.87348 GO_bp:go_negative_regulation_of_nucleocytoplasmic_transport
GO_bp:go_positive_regulation...105       SET     300    -0.056955   -0.0071168     0.056513      0.84323 GO_bp:go_positive_regulation_of_cell_activation
GO_bp:go_carbohydrate_biosyn...          SET     197     0.045598    0.0046299     0.068504      0.25283 GO_bp:go_carbohydrate_biosynthetic_process
GO_bp:go_amino_sugar_metabol...          SET      22     -0.20728    -0.007066      0.18835      0.86444 GO_bp:go_amino_sugar_metabolic_process
GO_bp:go_regulation_of_cytok...2         SET      82      0.11885    0.0078096     0.099806      0.11687 GO_bp:go_regulation_of_cytokinesis
GO_bp:go_vitamin_biosyntheti...          SET      21      0.10459    0.0034835      0.20067      0.30111 GO_bp:go_vitamin_biosynthetic_process
GO_bp:go_positive_regulation...583       SET      11       0.5331     0.012854      0.31412     0.044846 GO_bp:go_positive_regulation_of_non_canonical_wnt_signaling_pathway
GO_bp:go_muscle_organ_morpho...          SET      85     0.037009    0.0024757      0.11778      0.37668 GO_bp:go_muscle_organ_morphogenesis
GO_bp:go_amino_acid_transport            SET     132      0.27976     0.023292     0.089987   0.00094058 GO_bp:go_amino_acid_transport
GO_bp:go_cellular_response_t...30        SET      13      0.13625    0.0035713      0.25345      0.29543 GO_bp:go_cellular_response_to_epinephrine_stimulus
GO_bp:go_positive_regulation...107       SET      20    -0.019049  -0.00061918      0.22531      0.53369 GO_bp:go_positive_regulation_of_cell_adhesion_mediated_by_integrin
GO_bp:go_regulation_of_micro...2         SET      24     0.033087     0.001178      0.20749      0.43665 GO_bp:go_regulation_of_microtubule_based_movement
GO_bp:go_exocrine_system_dev...          SET      46    0.0039951   0.00019681      0.15236      0.48954 GO_bp:go_exocrine_system_development
GO_bp:go_aminoglycan_metabol...          SET     126    0.0071251   0.00057968     0.091002       0.4688 GO_bp:go_aminoglycan_metabolic_process
GO_bp:go_negative_regulation...452       SET      23     0.035005    0.0012201      0.20883      0.43344 GO_bp:go_negative_regulation_of_myoblast_differentiation
GO_bp:go_regulation_of_fever...          SET       7        1.095     0.021065      0.42044    0.0046038 GO_bp:go_regulation_of_fever_generation
GO_bp:go_macrophage_activati...1         SET      79     0.029327    0.0018916      0.11508      0.39942 GO_bp:go_macrophage_activation
GO_bp:go_cardioblast_differe...          SET      19      0.41534     0.013159      0.24233      0.04328 GO_bp:go_cardioblast_differentiation
GO_bp:go_cell_cycle_g1_s_pha...          SET     243     0.075771    0.0085342     0.060968      0.10698 GO_bp:go_cell_cycle_g1_s_phase_transition
GO_bp:go_rna_splicing_via_tr...          SET     310     0.073741    0.0093641     0.049508     0.068189 GO_bp:go_rna_splicing_via_transesterification_reactions
GO_bp:go_blood_vessel_morpho...          SET     557      0.05094     0.008613     0.043334       0.1199 GO_bp:go_blood_vessel_morphogenesis
GO_bp:go_regulation_of_urine...          SET      20       0.2428    0.0078921      0.21714      0.13176 GO_bp:go_regulation_of_urine_volume
GO_bp:go_photoreceptor_cell_...1         SET      45     -0.24394    -0.011886      0.15931      0.93713 GO_bp:go_photoreceptor_cell_development
GO_bp:go_synaptic_transmissi...2         SET      29      0.22495    0.0088028      0.17308     0.096855 GO_bp:go_synaptic_transmission_dopaminergic
GO_bp:go_protein_phosphoryla...          SET    1826     0.033681    0.0099483     0.024169     0.081735 GO_bp:go_protein_phosphorylation
GO_bp:go_central_nervous_sys...5         SET     175      0.24772     0.023721     0.082067    0.0012718 GO_bp:go_central_nervous_system_neuron_differentiation
GO_bp:go_regulation_of_cell_...21        SET    1704     0.082476     0.023617     0.024924   0.00046892 GO_bp:go_regulation_of_cell_differentiation
GO_bp:go_maintenance_of_gast...          SET      20      0.27359    0.0088931      0.21594      0.10259 GO_bp:go_maintenance_of_gastrointestinal_epithelium
GO_bp:go_endothelium_develop...          SET     106    0.0029671   0.00022153     0.098013      0.48792 GO_bp:go_endothelium_development
GO_bp:go_double_strand_break...1         SET     222    -0.026797   -0.0028865     0.062907      0.66494 GO_bp:go_double_strand_break_repair
GO_bp:go_nucleobase_containi...1         SET     221      0.16878      0.01814     0.060681    0.0027082 GO_bp:go_nucleobase_containing_compound_transport
GO_bp:go_regulation_of_neuro...7         SET      36      0.13386    0.0058353      0.17361      0.22035 GO_bp:go_regulation_of_neuron_migration
GO_bp:go_methionine_biosynth...          SET      12      0.27567    0.0069423      0.28256      0.16463 GO_bp:go_methionine_biosynthetic_process
GO_bp:go_mesonephric_tubule_...2         SET      63      0.10841    0.0062474      0.13596      0.21261 GO_bp:go_mesonephric_tubule_morphogenesis
GO_bp:go_release_of_cytochro...          SET      58     -0.11892   -0.0065763      0.12374      0.83173 GO_bp:go_release_of_cytochrome_c_from_mitochondria
GO_bp:go_response_to_interle...1         SET     187     0.061342    0.0060699     0.069001      0.18701 GO_bp:go_response_to_interleukin_1
GO_bp:go_embryonic_hindlimb_...          SET      27      0.34548     0.013045      0.21882     0.057197 GO_bp:go_embryonic_hindlimb_morphogenesis
GO_bp:go_water_soluble_vitam...2         SET      80    -0.012809  -0.00083138      0.11049      0.54614 GO_bp:go_water_soluble_vitamin_metabolic_process
GO_bp:go_signal_transduction...3         SET      66      0.20293     0.011968      0.12909     0.057985 GO_bp:go_signal_transduction_in_absence_of_ligand
GO_bp:go_rna_capping                     SET      33      0.19887    0.0083006      0.15224     0.095736 GO_bp:go_rna_capping
GO_bp:go_liver_regeneration              SET      31    -0.020996  -0.00084945      0.17812      0.54692 GO_bp:go_liver_regeneration
GO_bp:go_regulation_of_react...2         SET      93    -0.061841   -0.0043263      0.10257      0.72671 GO_bp:go_regulation_of_reactive_oxygen_species_metabolic_process
GO_bp:go_negative_regulation...180       SET     183    -0.041475   -0.0040604     0.070467      0.72192 GO_bp:go_negative_regulation_of_defense_response
GO_bp:go_spinal_cord_pattern...          SET      24     0.029681    0.0010567      0.23088      0.44886 GO_bp:go_spinal_cord_patterning
GO_bp:go_dna_replication_ini...          SET      35      0.38916     0.016727      0.14974    0.0046794 GO_bp:go_dna_replication_initiation
GO_bp:go_erythrocyte_maturat...          SET      14     0.082014    0.0022308      0.29176      0.38932 GO_bp:go_erythrocyte_maturation
GO_bp:go_positive_regulation...209       SET      62      0.07173    0.0041006      0.12294       0.2798 GO_bp:go_positive_regulation_of_dendrite_development
GO_bp:go_membrane_depolariza...4         SET      22      0.34717     0.011835      0.23537     0.070114 GO_bp:go_membrane_depolarization_during_cardiac_muscle_cell_action_potential
GO_bp:go_basic_amino_acid_tr...2         SET      14     0.060948    0.0016578      0.27411      0.41202 GO_bp:go_basic_amino_acid_transport
GO_bp:go_regulation_of_camp_...2         SET      48    -0.027401   -0.0013788      0.14464      0.57513 GO_bp:go_regulation_of_camp_mediated_signaling
GO_bp:go_cell_migration_invo...1         SET      12     -0.22891   -0.0057648       0.2456      0.82434 GO_bp:go_cell_migration_involved_in_gastrulation
GO_bp:go_astrocyte_different...          SET      72      0.17396     0.010714      0.11733     0.069091 GO_bp:go_astrocyte_differentiation
GO_bp:go_protein_monoubiquit...          SET      63     0.047187    0.0027191      0.12516      0.35309 GO_bp:go_protein_monoubiquitination
GO_bp:go_positive_regulation...25        SET      18     -0.35555    -0.010965      0.25514      0.91826 GO_bp:go_positive_regulation_of_alpha_beta_t_cell_proliferation
GO_bp:go_face_development                SET      48      0.14688    0.0073907       0.1441      0.15405 GO_bp:go_face_development
GO_bp:go_rna_destabilization             SET      30     0.022491   0.00089513      0.17033      0.44748 GO_bp:go_rna_destabilization
GO_bp:go_response_to_estrogen            SET      69     -0.08814   -0.0053146      0.11687      0.77462 GO_bp:go_response_to_estrogen
GO_bp:go_detoxification                  SET     118     -0.10007   -0.0078803     0.093878      0.85677 GO_bp:go_detoxification
GO_bp:go_cilium_or_flagellum...          SET      36     -0.29507    -0.012863      0.16973      0.95893 GO_bp:go_cilium_or_flagellum_dependent_cell_motility
GO_bp:go_very_long_chain_fat...2         SET      13      0.16194    0.0042447      0.26299      0.26902 GO_bp:go_very_long_chain_fatty_acid_metabolic_process
GO_bp:go_establishment_of_pr...4         SET     308     0.015959    0.0020202     0.053892      0.38356 GO_bp:go_establishment_of_protein_localization_to_membrane
GO_bp:go_small_gtpase_mediat...          SET     521     -0.02096   -0.0034309     0.044205       0.6823 GO_bp:go_small_gtpase_mediated_signal_transduction
GO_bp:go_regulation_of_pepti...1         SET     400      -0.0443   -0.0063747     0.051695      0.80426 GO_bp:go_regulation_of_peptidase_activity
GO_bp:go_positive_regulation...683       SET     312     0.056734    0.0072273     0.057417      0.16156 GO_bp:go_positive_regulation_of_protein_serine_threonine_kinase_activity
GO_bp:go_brown_fat_cell_diff...          SET      41    -0.042633    -0.001983      0.16337      0.60294 GO_bp:go_brown_fat_cell_differentiation
GO_bp:go_inositol_metabolic_...          SET       7      0.16799    0.0032315      0.34537      0.31334 GO_bp:go_inositol_metabolic_process
GO_bp:go_regulation_of_centr...3         SET      58    -0.056532   -0.0031262      0.12228      0.67807 GO_bp:go_regulation_of_centrosome_cycle
GO_bp:go_positive_regulation...835       SET     615     0.062719     0.011126     0.040703     0.061684 GO_bp:go_positive_regulation_of_transferase_activity
GO_bp:go_regulation_of_immun...3         SET    1396     0.008708    0.0022771     0.027346      0.37508 GO_bp:go_regulation_of_immune_system_process
GO_bp:go_protein_adp_ribosyl...          SET      33    -0.021105  -0.00088091      0.15505      0.55413 GO_bp:go_protein_adp_ribosylation
GO_bp:go_cellular_sodium_ion...          SET      16    -0.077074   -0.0022411      0.25588      0.61837 GO_bp:go_cellular_sodium_ion_homeostasis
GO_bp:go_negative_regulation...83        SET      26      -0.1997      -0.0074      0.20578      0.83409 GO_bp:go_negative_regulation_of_cartilage_development
GO_bp:go_chondroitin_sulfate...1         SET      24      0.26978    0.0096051      0.20174     0.090575 GO_bp:go_chondroitin_sulfate_biosynthetic_process
GO_bp:go_protein_sumoylation             SET      74    -0.027569   -0.0017213      0.11618      0.59378 GO_bp:go_protein_sumoylation
GO_bp:go_megakaryocyte_devel...          SET      14      0.73154     0.019898      0.26097    0.0025326 GO_bp:go_megakaryocyte_development
GO_bp:go_regulation_of_histo...9         SET      22     0.092961     0.003169      0.20386       0.3242 GO_bp:go_regulation_of_histone_h3_k9_methylation
GO_bp:go_vasodilation                    SET      30     -0.14163    -0.005637      0.18674       0.7759 GO_bp:go_vasodilation
GO_bp:go_negative_regulation...427       SET     299     0.058829    0.0073389     0.053376       0.1352 GO_bp:go_negative_regulation_of_mitotic_cell_cycle
GO_bp:go_negative_regulation...428       SET    1033      0.00959    0.0021794     0.031314      0.37971 GO_bp:go_negative_regulation_of_molecular_function
GO_bp:go_neuronal_ion_channe...          SET      12      0.22465    0.0056575      0.30184      0.22836 GO_bp:go_neuronal_ion_channel_clustering
GO_bp:go_positive_regulation...54        SET      36      0.04806     0.002095      0.15308      0.37678 GO_bp:go_positive_regulation_of_axon_extension
GO_bp:go_pigment_cell_differ...          SET      33    -0.095429   -0.0039831      0.17971       0.7023 GO_bp:go_pigment_cell_differentiation
GO_bp:go_organ_growth                    SET     168     0.014225    0.0013349     0.080635      0.42998 GO_bp:go_organ_growth
GO_bp:go_regulation_of_lymph...4         SET     158    -0.073068   -0.0066512     0.080111      0.81913 GO_bp:go_regulation_of_lymphocyte_differentiation
GO_bp:go_regulation_of_bone_...4         SET      44    -0.035518   -0.0017113      0.16417      0.58564 GO_bp:go_regulation_of_bone_remodeling
GO_bp:go_glucocorticoid_bios...          SET      17      0.20362    0.0061026       0.2252      0.18296 GO_bp:go_glucocorticoid_biosynthetic_process
GO_bp:go_nerve_development               SET      76      0.19695     0.012461      0.11897     0.048924 GO_bp:go_nerve_development
GO_bp:go_regulation_of_neuro...1         SET      30      0.27266     0.010852      0.18331     0.068454 GO_bp:go_regulation_of_neuroblast_proliferation
GO_bp:go_detection_of_molecu...          SET      10       0.0661    0.0015197      0.33115       0.4209 GO_bp:go_detection_of_molecule_of_bacterial_origin
GO_bp:go_phagosome_acidifica...          SET      27     -0.28756    -0.010858      0.18582      0.93912 GO_bp:go_phagosome_acidification
GO_bp:go_regulation_of_cell_...39        SET     164     0.062344    0.0057809     0.075998      0.20601 GO_bp:go_regulation_of_cell_size
GO_bp:go_tetrapyrrole_metabo...          SET      30      -0.1197   -0.0047642       0.1801      0.74686 GO_bp:go_tetrapyrrole_metabolic_process
GO_bp:go_regulation_of_centr...4         SET      43     -0.13094   -0.0062372      0.14071      0.82396 GO_bp:go_regulation_of_centrosome_duplication
GO_bp:go_ventral_spinal_cord...2         SET      17      0.23167    0.0069432      0.27709      0.20156 GO_bp:go_ventral_spinal_cord_interneuron_differentiation
GO_bp:go_negative_regulation...684       SET     260    -0.048195   -0.0056124      0.06047      0.78727 GO_bp:go_negative_regulation_of_transferase_activity
GO_bp:go_positive_regulation...94        SET      43    -0.032932   -0.0015687      0.15669      0.58323 GO_bp:go_positive_regulation_of_cardiac_muscle_tissue_development
GO_bp:go_ribonucleoprotein_c...3         SET     236    -0.050165   -0.0055692     0.058896      0.80282 GO_bp:go_ribonucleoprotein_complex_subunit_organization
GO_bp:go_regulation_of_calci...8         SET      96       0.0872    0.0061975      0.10124      0.19453 GO_bp:go_regulation_of_calcium_ion_transport_into_cytosol
GO_bp:go_keratan_sulfate_cat...          SET      12    -0.040149   -0.0010111      0.27721      0.55758 GO_bp:go_keratan_sulfate_catabolic_process
GO_bp:go_blastocyst_developm...          SET      92      0.07593    0.0052834     0.096743      0.21627 GO_bp:go_blastocyst_development
GO_bp:go_regulation_of_granu...1         SET      40  -0.00038553  -1.7713e-05      0.15855      0.50097 GO_bp:go_regulation_of_granulocyte_chemotaxis
GO_bp:go_chromatin_organizat...1         SET     699     0.022349    0.0042169     0.036474      0.27002 GO_bp:go_chromatin_organization
GO_bp:go_positive_regulation...198       SET      35      0.36654     0.015755      0.16247     0.012038 GO_bp:go_positive_regulation_of_cytokinesis
GO_bp:go_ephrin_receptor_sig...          SET      85    -0.020005   -0.0013383      0.10917       0.5727 GO_bp:go_ephrin_receptor_signaling_pathway
GO_bp:go_organic_anion_trans...          SET     465      0.02556    0.0039587     0.047116      0.29374 GO_bp:go_organic_anion_transport
GO_bp:go_response_to_oxygen_...1         SET    1523     0.014312    0.0038948     0.026413      0.29396 GO_bp:go_response_to_oxygen_containing_compound
GO_bp:go_bicarbonate_transpo...          SET      42      0.11624    0.0054721      0.15115      0.22095 GO_bp:go_bicarbonate_transport
GO_bp:go_positive_regulation...272       SET      26     0.051209    0.0018976      0.19171      0.39469 GO_bp:go_positive_regulation_of_excitatory_postsynaptic_potential
GO_bp:go_negative_regulation...504       SET      11     -0.17434   -0.0042036      0.32944      0.70166 GO_bp:go_negative_regulation_of_pathway_restricted_smad_protein_phosphorylation
GO_bp:go_segmentation                    SET     100      0.16164     0.011724      0.10413      0.06031 GO_bp:go_segmentation
GO_bp:go_positive_regulation...612       SET     175     0.018987    0.0018181     0.074643      0.39961 GO_bp:go_positive_regulation_of_peptidase_activity
GO_bp:go_positive_regulation...788       SET      17   0.00011881   3.5607e-06      0.24629      0.49981 GO_bp:go_positive_regulation_of_t_cell_cytokine_production
GO_bp:go_pyrimidine_containi...4         SET      11     -0.22659   -0.0054636      0.29477      0.77896 GO_bp:go_pyrimidine_containing_compound_salvage
GO_bp:go_regulation_of_oligo...          SET      32      0.47018     0.019326      0.19834    0.0088851 GO_bp:go_regulation_of_oligodendrocyte_differentiation
GO_bp:go_trna_methylation                SET      38     0.028643    0.0012827      0.15095      0.42476 GO_bp:go_trna_methylation
GO_bp:go_interaction_with_ho...          SET     196   -0.0063412  -0.00064225     0.068778      0.53673 GO_bp:go_interaction_with_host
GO_bp:go_gastrulation                    SET     169       0.1043    0.0098158     0.077153     0.088228 GO_bp:go_gastrulation
GO_bp:go_response_to_uv                  SET     136     0.013074    0.0011048      0.07927       0.4345 GO_bp:go_response_to_uv
GO_bp:go_regulation_of_neuro...17        SET     130      0.26151     0.021608     0.085597    0.0011266 GO_bp:go_regulation_of_neurotransmitter_transport
GO_bp:go_negative_regulation...716       SET     111     0.082233     0.006282     0.096757       0.1977 GO_bp:go_negative_regulation_of_vasculature_development
GO_bp:go_viral_genome_replic...          SET     116    -0.056631   -0.0044219     0.091379      0.73228 GO_bp:go_viral_genome_replication
GO_bp:go_nucleotide_excision...1         SET     104      0.22963     0.016983     0.088249    0.0046368 GO_bp:go_nucleotide_excision_repair
GO_bp:go_positive_regulation...691       SET      42     -0.05524   -0.0026005      0.14856      0.64499 GO_bp:go_positive_regulation_of_reactive_oxygen_species_metabolic_process
GO_bp:go_negative_regulation...580       SET      18     -0.20497   -0.0063211      0.21355      0.83143 GO_bp:go_negative_regulation_of_release_of_cytochrome_c_from_mitochondria
GO_bp:go_golgi_to_endosome_t...          SET      17      0.17737     0.005316      0.23458      0.22479 GO_bp:go_golgi_to_endosome_transport
GO_bp:go_regulation_of_muscl...4         SET      56     0.059925    0.0032563      0.13551      0.32917 GO_bp:go_regulation_of_muscle_hypertrophy
GO_bp:go_carbohydrate_transm...          SET     111      0.14639     0.011183     0.094613     0.060914 GO_bp:go_carbohydrate_transmembrane_transport
GO_bp:go_sulfur_compound_tra...          SET      41      0.11621    0.0054056      0.14899      0.21769 GO_bp:go_sulfur_compound_transport
GO_bp:go_fatty_acid_biosynth...          SET     142     0.019353    0.0016708     0.082626      0.40741 GO_bp:go_fatty_acid_biosynthetic_process
GO_bp:go_heart_formation                 SET      29     -0.28939    -0.011325      0.19279      0.93333 GO_bp:go_heart_formation
GO_bp:go_receptor_internaliz...          SET     102      0.04489     0.003288      0.10074      0.32795 GO_bp:go_receptor_internalization
GO_bp:go_positive_regulation...479       SET      17     -0.25067   -0.0075127      0.23451      0.85744 GO_bp:go_positive_regulation_of_mast_cell_activation
GO_bp:go_regulation_of_odont...1         SET      25     -0.14449   -0.0052502       0.2173      0.74694 GO_bp:go_regulation_of_odontogenesis
GO_bp:go_parturition                     SET      14     -0.08627   -0.0023465      0.26795      0.62626 GO_bp:go_parturition
GO_bp:go_negative_regulation...27        SET      15      0.12625    0.0035545      0.24804      0.30538 GO_bp:go_negative_regulation_of_androgen_receptor_signaling_pathway
GO_bp:go_alpha_linolenic_aci...          SET      12     0.027641    0.0006961      0.27633      0.46016 GO_bp:go_alpha_linolenic_acid_metabolic_process
GO_bp:go_regulation_of_arp2_...          SET      15     -0.19243   -0.0054176      0.20896      0.82144 GO_bp:go_regulation_of_arp2_3_complex_mediated_actin_nucleation
GO_bp:go_homeostasis_of_numb...1         SET     230     0.032802    0.0035956     0.064057       0.3043 GO_bp:go_homeostasis_of_number_of_cells
GO_bp:go_meiotic_chromosome_...3         SET      24    -0.011641  -0.00041447      0.18347       0.5253 GO_bp:go_meiotic_chromosome_separation
GO_bp:go_diol_metabolic_proc...          SET       5     0.093294    0.0015169      0.47387      0.42196 GO_bp:go_diol_metabolic_process
GO_bp:go_regulation_of_ryano...          SET      24   -0.0064605  -0.00023002      0.20204      0.51275 GO_bp:go_regulation_of_ryanodine_sensitive_calcium_release_channel_activity
GO_bp:go_oxygen_transport                SET      15     -0.20655   -0.0058151      0.30822      0.74861 GO_bp:go_oxygen_transport
GO_bp:go_regulation_of_lipid...7         SET     105     0.020851    0.0015494       0.1016       0.4187 GO_bp:go_regulation_of_lipid_transport
GO_bp:go_positive_regulation...845       SET      11       0.2073    0.0049984      0.27846      0.22831 GO_bp:go_positive_regulation_of_triglyceride_biosynthetic_process
GO_bp:go_regulation_of_repro...          SET     147      0.06612    0.0058071     0.079169      0.20182 GO_bp:go_regulation_of_reproductive_process
GO_bp:go_regulation_of_membr...7         SET      21      -0.1677   -0.0055856      0.22558      0.77138 GO_bp:go_regulation_of_membrane_protein_ectodomain_proteolysis
GO_bp:go_positive_regulation...362       SET     126       0.2016     0.016402     0.089294     0.011986 GO_bp:go_positive_regulation_of_hormone_secretion
GO_bp:go_organ_induction                 SET      21     -0.46842    -0.015602      0.23573      0.97654 GO_bp:go_organ_induction
GO_bp:go_dna_strand_elongati...1         SET      20   -0.0012501  -4.0634e-05      0.22271      0.50224 GO_bp:go_dna_strand_elongation
GO_bp:go_regulation_of_cell_...22        SET     158     0.096985    0.0088283     0.075599     0.099774 GO_bp:go_regulation_of_cell_division
GO_bp:go_multivesicular_body...2         SET      31     -0.23843   -0.0096459      0.15543      0.93747 GO_bp:go_multivesicular_body_sorting_pathway
GO_bp:go_regulation_of_lymph...5         SET     132    -0.010018   -0.0008341     0.085475      0.54665 GO_bp:go_regulation_of_lymphocyte_mediated_immunity
GO_bp:go_somatic_diversifica...1         SET      63     0.077137     0.004445       0.1196      0.25947 GO_bp:go_somatic_diversification_of_immune_receptors
GO_bp:go_notch_signaling_pat...          SET     185    0.0030084   0.00029611     0.073354      0.48364 GO_bp:go_notch_signaling_pathway
GO_bp:go_outer_dynein_arm_as...          SET      17    0.0092614   0.00027757      0.21568      0.48287 GO_bp:go_outer_dynein_arm_assembly
GO_bp:go_positive_regulation...150       SET      23    -0.041329   -0.0014405      0.20068      0.58158 GO_bp:go_positive_regulation_of_cellular_response_to_insulin_stimulus
GO_bp:go_response_to_radiati...          SET     429     0.036021    0.0053637     0.047391      0.22361 GO_bp:go_response_to_radiation
GO_bp:go_bile_acid_and_bile_...          SET      25     -0.51163    -0.018591      0.20218       0.9943 GO_bp:go_bile_acid_and_bile_salt_transport
GO_bp:go_heart_development               SET     528    -0.016664   -0.0027454     0.044677      0.64542 GO_bp:go_heart_development
GO_bp:go_tissue_regeneration             SET      62     -0.09873   -0.0056442      0.12795      0.77983 GO_bp:go_tissue_regeneration
GO_bp:go_mesoderm_morphogene...          SET      68     0.083626    0.0050059      0.12122      0.24515 GO_bp:go_mesoderm_morphogenesis
GO_bp:go_negative_regulation...627       SET      28     -0.12193   -0.0046886      0.18025      0.75062 GO_bp:go_negative_regulation_of_smoothened_signaling_pathway
GO_bp:go_receptor_metabolic_...          SET     173     0.025837      0.00246     0.075361      0.36586 GO_bp:go_receptor_metabolic_process
GO_bp:go_nucleoside_salvage              SET      14     -0.15707   -0.0042723      0.25839      0.72837 GO_bp:go_nucleoside_salvage
GO_bp:go_inflammatory_respon...1         SET     659    -0.013328   -0.0024444     0.040485        0.629 GO_bp:go_inflammatory_response
GO_bp:go_trna_transport                  SET      36      0.36565     0.015939      0.17158     0.016547 GO_bp:go_trna_transport
GO_bp:go_regulation_of_nik_n...          SET      95      0.11638    0.0082284     0.098207        0.118 GO_bp:go_regulation_of_nik_nf_kappab_signaling
GO_bp:go_negative_regulation...31        SET      17    -0.075944   -0.0022761      0.25366      0.61768 GO_bp:go_negative_regulation_of_anoikis
GO_bp:go_positive_regulation...445       SET       6    -0.016115  -0.00028701       0.3491      0.51841 GO_bp:go_positive_regulation_of_ligase_activity
GO_bp:go_regulation_of_trans...6         SET      75      0.12285    0.0077217     0.099203      0.10779 GO_bp:go_regulation_of_transcription_from_rna_polymerase_ii_promoter_in_response_to_hypoxia
GO_bp:go_regulation_of_intra...3         SET     226     0.065563    0.0071247     0.063256         0.15 GO_bp:go_regulation_of_intracellular_protein_transport
GO_bp:go_pigment_granule_org...          SET      24     0.072323     0.002575      0.18914       0.3511 GO_bp:go_pigment_granule_organization
GO_bp:go_regulation_of_cell_...12        SET    1105      0.05934     0.013919     0.029013     0.020422 GO_bp:go_regulation_of_cell_cycle
GO_bp:go_tube_development                SET     960       0.0285    0.0062565     0.033597      0.19815 GO_bp:go_tube_development
GO_bp:go_locomotion                      SET    1687     0.020229    0.0057665     0.025596      0.21468 GO_bp:go_locomotion
