# ALPHA = 0.05
# NUMBER_OF_TESTS = 15481

# _SET1_  VARIABLE = Curated_gene_sets:abe_vegfa_targets_2hr (set)
# _SET1_  NGENES = 31
# _SET1_  P-VALUE = 1.38923e-06
_SET1_   GENE              CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
_SET4_   ENSG00000113658     5  135468534  135524435    176      13  521574      0.77823      0.21822
_SET4_   ENSG00000120733     5  137688285  137772717    268      34  517580      0.50417      0.30707
_SET4_   ENSG00000120738     5  137801179  137805004      5       3  533585      0.84215      0.19985
_SET4_   ENSG00000185129     5  139487362  139496321      9       6  506824        1.467     0.071193
_SET4_   ENSG00000178913     5  140698057  140700330      8       4  531433     -0.97111      0.83425
_SET4_   ENSG00000113580     5  142657496  142815077    382      58  514482      -2.1835       0.9855
_SET4_   ENSG00000091010     5  145718587  145720083      1       1  537349     -0.31074        0.622
_SET4_   ENSG00000113722     5  149546358  149564120     45      14  507952       1.6466     0.049823
_SET4_   ENSG00000113196     5  153854532  153857824     13       8  520764     -0.72492      0.76575
_SET4_   ENSG00000168269     5  169532901  169536727     25      11  528725      0.28873      0.38639
_SET4_   ENSG00000181163     5  170814120  170838141     79      12  523200     -0.89212      0.81384
_SET4_   ENSG00000164463     5  172483355  172566291    261      29  519497       1.3124     0.094694
_SET4_   ENSG00000183072     5  172659112  172662360      7       4  523736      0.33239       0.3698
_SET4_   ENSG00000120149     5  174151536  174157896     24       7  526155     -0.72122      0.76461
_SET4_   ENSG00000165671     5  176560026  176727216    516      31  520233      0.83043      0.20315
_SET4_   ENSG00000213347     5  176728462  176739758     35      15  517374      0.24679      0.40254
_SET4_   ENSG00000175325     5  177419236  177423243     16       7  526831      0.86864      0.19252
_SET4_   ENSG00000137265     6     391739     411447     95      27  518132       -1.199      0.88474
_SET4_   ENSG00000164379     6    1312675    1314992     11       5  528115    -0.020031      0.50799
_SET4_   ENSG00000137273     6    1390069    1395832     23      10  531633      -1.4069      0.92027
_SET4_   ENSG00000054598     6    1610681    1614127      6       4  498708      0.56293      0.28674
_SET4_   ENSG00000124782     6    7107830    7252213    434      69  513570       3.0032     0.001336
_SET4_   ENSG00000137203     6   10393419   10419892     57      18  520321       3.1144   0.00092157
_SET4_   ENSG00000095951     6   12008995   12165232    632      69  515153      0.24826      0.40197
_SET4_   ENSG00000008083     6   15246527   15522252   1137      87  513624       1.6995     0.044615
_SET4_   ENSG00000112242     6   20402398   20493941    312      56  517535      0.26255      0.39645
_SET4_   ENSG00000124766     6   21593972   21598847     13       7  518950       1.5411     0.061641
_SET4_   ENSG00000181315     6   26636518   26659980    110      21  504463       1.5802     0.057027
_SET4_   ENSG00000189298     6   28317691   28336947     86      21  517584       1.4833     0.069003
_SET4_   ENSG00000137309     6   34204650   34214008     47      25  499569      0.62859      0.26481
_SET4_   ENSG00000112033     6   35310335   35395968    354      41  514693      0.40952      0.34108
_SET4_   ENSG00000007866     6   35441374   35464853     66      30  520687     -0.35072       0.6371
_SET4_   ENSG00000010030     6   36322419   36356164    225      61  516689      0.37147      0.35514
_SET4_   ENSG00000001167     6   41040684   41067715    114      19  493687       1.9146     0.027772
_SET4_   ENSG00000112561     6   41651716   41703997    221      47  515673      0.84672      0.19858
_SET4_   ENSG00000124496     6   42192669   42419789    837      94  519241     -0.98057       0.8366
_SET4_   ENSG00000112658     6   43139037   43149243     18       8  509453     0.062966       0.4749
_SET4_   ENSG00000096401     6   44355262   44418163    220      43  516629     -0.94334      0.82725
_SET4_   ENSG00000124813     6   45295894   45632086   1267     113  520782      -2.2622      0.98816
_SET4_   ENSG00000008197     6   50681541   50740701    150      27  511272     0.051592      0.47943
_SET4_   ENSG00000008196     6   50786436   50815326    111      29  514219       2.5628    0.0051914
_SET4_   ENSG00000137270     6   52991762   53013627     89      21  529103      -1.3678      0.91431
_SET4_   ENSG00000112200     6   56951642   57035105    168      27  511271      0.74305      0.22873
_SET4_   ENSG00000112837     6   85397069   85474237    240      38  515482      0.45177      0.32572
_SET4_   ENSG00000112182     6   90636248   91006627   1205     147  514202     -0.26088      0.60291
_SET4_   ENSG00000184486     6   99282580   99286660     11       7  511862       2.2432     0.012443
_SET4_   ENSG00000112238     6  100054606  100063454     20      11  518784      -1.8121      0.96501
_SET4_   ENSG00000057657     6  106534195  106557814     59      22  516170      0.10912      0.45655
_SET4_   ENSG00000118689     6  108881038  109005977    395      49  506397       2.2862     0.011122
_SET4_   ENSG00000112365     6  109783797  109804440     68      19  520220        1.695     0.045036
_SET4_   ENSG00000196591     6  114254192  114332472    268      42  520750      0.47437      0.31762
_SET4_   ENSG00000185002     6  117198375  117253326    228      28  521339       2.8496    0.0021885
_SET4_   ENSG00000025156     6  122720691  122754264     89      16  522053     -0.55757      0.71143
_SET4_   ENSG00000135547     6  126068810  126082415     46      12  505855        1.038      0.14964
_SET4_   ENSG00000118526     6  134210276  134216691     35      10  524728       2.5476     0.005423
_SET4_   ENSG00000028839     6  134273308  134311570    136      23  517147      -1.0778      0.85945
_SET4_   ENSG00000118513     6  135502453  135540311    110      27  513112     -0.51754      0.69761
_SET4_   ENSG00000118495     6  144261437  144385735    486      73  513514     -0.89027      0.81334
_SET4_   ENSG00000181472     6  151685252  151712683     88      26  515829      -1.5607      0.94071
_SET4_   ENSG00000091831     6  151977826  152450754   2065     145  521713       2.3921    0.0083764
_SET4_   ENSG00000185345     6  161768452  163148803   7049     383  520649    0.0040873      0.49837
_SET4_   ENSG00000164458     6  166571144  166582188     59      12  527071     -0.31061      0.62195
_SET4_   ENSG00000112592     6  170863390  170881958     65      14  518184       1.6395     0.050555
_SET4_   ENSG00000198517     7    1570350    1582679     62      17  505641     -0.51502      0.69673
_SET4_   ENSG00000164916     7    4683388    4811074    611     111  509220      -1.3409      0.91002
_SET4_   ENSG00000075624     7    5566782    5603415    186      56  513409     -0.62725      0.73475
_SET4_   ENSG00000006468     7   13930853   14031050    587      79  514128        2.175     0.014815
_SET4_   ENSG00000106511     7   15650837   15726437    355      52  519308     -0.19754       0.5783
_SET4_   ENSG00000106546     7   17338246   17385776     95      38  506115       1.1273       0.1298
_SET4_   ENSG00000122691     7   19060614   19157295    402      46  516013      0.16199      0.43566
_SET4_   ENSG00000146618     7   19184405   19185044      1       1  448122      -1.4909        0.932
_SET4_   ENSG00000183742     7   20174278   20257027    365      39  512502      0.87931      0.18962
_SET4_   ENSG00000050344     7   26191860   26226745    113      22  521477      0.34966       0.3633
_SET4_   ENSG00000105996     7   27139721   27142430      5       2  511055      -0.6011      0.72611
_SET4_   ENSG00000105997     7   27145803   27192200    153      30  517625     0.078583      0.46868
_SET4_   ENSG00000197576     7   27168126   27170418     10       2  528935    0.0014513      0.49942
_SET4_   ENSG00000106004     7   27180671   27183287      8       4  514920      0.12284      0.45112
_SET4_   ENSG00000106006     7   27185015   27190222     24       8  510291      0.23572      0.40683
_SET4_   ENSG00000122592     7   27193335   27197555     18      10  510727     -0.30897      0.62133
_SET4_   ENSG00000078399     7   27202054   27210117     31      16  502808       1.0686      0.14263
_SET4_   ENSG00000253293     7   27210210   27219880     25      14  493155      0.78106      0.21738
_SET4_   ENSG00000164600     7   31377075   31380508      9       5  501494        1.311     0.094927
_SET4_   ENSG00000164532     7   35242042   35293758    144      14  524216     -0.82481      0.79526
_SET4_   ENSG00000065883     7   39989636   40136733    485      46  513136     -0.66905      0.74827
_SET4_   ENSG00000106571     7   42000548   42277469   1255     142  516869     -0.21051      0.58336
_SET4_   ENSG00000106624     7   44143960   44154161     37      14  529488     -0.84492      0.80092
_SET4_   ENSG00000146676     7   44915896   44924960     17      10  503544    -0.097894      0.53899
_SET4_   ENSG00000185811     7   50343720   50472799    360      73  521992     -0.55172      0.70943
_SET4_   ENSG00000009950     7   73007524   73038873    122      28  514805        5.704   5.8528e-09
_SET4_   ENSG00000135164     7   86781677   86825653    168      17  523978     0.063466       0.4747
_SET4_   ENSG00000006377     7   96634860   96640351     11       6  499281      0.38388      0.35053
_SET4_   ENSG00000105880     7   96649704   96654409     17      12  515621      0.61657      0.26876
_SET4_   ENSG00000180535     7   97840739   97842291      8       5  531433       1.1507      0.12493
_SET4_   ENSG00000166529     7   99647390   99662661     34      10  499747       1.6118     0.053502
_SET4_   ENSG00000257923     7  101458959  101927249   1662     112  516561        5.154   1.2747e-07
_SET4_   ENSG00000198839     7  111846643  111983151    473      37  510253        1.223      0.11066
_SET4_   ENSG00000128573     7  113726382  114333827   1777     110  508284       1.1295      0.12935
_SET4_   ENSG00000105967     7  115575202  115799950    710      55  521228     -0.29017      0.61416
_SET4_   ENSG00000128610     7  121941448  121950745     29      12  521688       2.5758    0.0050006
_SET4_   ENSG00000106331     7  127250346  127255982     22      10  509592       2.0309     0.021131
_SET4_   ENSG00000128604     7  128577666  128590089     57      20  522692       1.3416     0.089863
_SET4_   ENSG00000106459     7  129251555  129396922    504      41  516928       1.0498      0.14691
_SET4_   ENSG00000182158     7  137559725  137686813    508      80  513478       1.4162     0.078358
_SET4_   ENSG00000122779     7  138145079  138274738    324      50  510699      -1.7068      0.95607
_SET4_   ENSG00000106462     7  148504475  148581413    233      49  514877     -0.95818      0.83101
_SET4_   ENSG00000181220     7  149169885  149194908    105      27  497686      -1.0651      0.85659
_SET4_   ENSG00000164900     7  150845676  150871832     92      25  510552        0.188      0.42544
_SET4_   ENSG00000171056     8   10581278   10697357    798      34  518592       1.4615     0.071939
_SET4_   ENSG00000258724     8   10582909   10697357    790      33  518628       1.4665     0.071252
_SET4_   ENSG00000136574     8   11534468   11617511    470      74  508520      -0.2425       0.5958
_SET4_   ENSG00000168453     8   21971928   21990897     83      21  517052     -0.12305      0.54897
_SET4_   ENSG00000179388     8   22545172   22550815     12       8  518452     0.025394      0.48987
_SET4_   ENSG00000167034     8   23536206   23540440     11       5  513387       1.3317     0.091474
_SET4_   ENSG00000180053     8   23559964   23564111     17       5  531744     -0.24053      0.59504
_SET4_   ENSG00000221818     8   25699246   25902913    892     128  520825      0.52255      0.30064
_SET4_   ENSG00000186918     8   28203102   28260218    151      37  496556     -0.40856      0.65857
_SET4_   ENSG00000172733     8   30853321   30891231    105      35  519009       2.4845    0.0064872
_SET4_   ENSG00000104221     8   37700786   37707422     16       7  506351       -1.603      0.94553
_SET4_   ENSG00000129691     8   37962760   38001594    118      28  510970      -1.0181      0.84569
_SET4_   ENSG00000165066     8   41502697   41508855     22       8  527013     -0.60539      0.72754
_SET4_   ENSG00000131931     8   42691817   42698468     15       8  513424      0.64022      0.26101
_SET4_   ENSG00000221869     8   48649471   48651648      5       3  486003    -0.093027      0.53706
_SET4_   ENSG00000019549     8   49830249   49834299      6       4  483567     -0.77943      0.78214
_SET4_   ENSG00000147488     8   53023399   53373519   1312     135  516898       0.2227      0.41188
_SET4_   ENSG00000164736     8   55370495   55373448      8       3  531433      -1.9291      0.97314
_SET4_   ENSG00000181690     8   57073463   57123883    145      30  510289     -0.69753      0.75726
_SET4_   ENSG00000171316     8   61591337   61779465    593      43  514974       1.3642     0.086249
_SET4_   ENSG00000185697     8   67474410   67526482    120      20  513947     -0.71222      0.76184
_SET4_   ENSG00000147596     8   70963886   70983928     80      24  517075      0.29545      0.38382
_SET4_   ENSG00000140396     8   71021997   71316040    764      47  514753      -1.0166      0.84532
_SET4_   ENSG00000178860     8   72753784   72756703     12       6  529462       -1.113      0.86714
_SET4_   ENSG00000164749     8   76320149   76479078    791      58  522587     0.054399      0.47831
_SET4_   ENSG00000091656     8   77593454   77779521    576      63  515326       2.6351     0.004206
_SET4_   ENSG00000164683     8   80676245   80680098     12       8  494612     -0.47392      0.68222
_SET4_   ENSG00000164684     8   81540686   81787016    587      48  511913     -0.77716      0.78147
_SET4_   ENSG00000156469     8   97251626   97273838     65      20  500862     -0.11245      0.54477
_SET4_   ENSG00000164920     8   99956631   99964332     15      10  480266      0.74072      0.22943
_SET4_   ENSG00000083307     8  102504660  102681954    777      92  518655     -0.55819      0.71164
_SET4_   ENSG00000155090     8  103661007  103668130     22      11  516016      0.48916      0.31237
_SET4_   ENSG00000104447     8  116420724  116821899   1152      83  508428         5.28   6.4585e-08
_SET4_   ENSG00000064313     8  120743015  120845103    358      32  520091    -0.078534       0.5313
_SET4_   ENSG00000136997     8  128747680  128753674     28      15  513580     -0.72135      0.76465
_SET4_   ENSG00000123908     8  141541264  141645718    508      64  514319      0.72328      0.23475
_SET4_   ENSG00000182759     8  144501352  144512576     72      20  524514       2.1893     0.014289
_SET4_   ENSG00000179632     8  145159402  145162514     10       5  489400     -0.32743      0.62833
_SET4_   ENSG00000185122     8  145515280  145538385     74      13  516746       2.3895    0.0084364
_SET4_   ENSG00000170616     8  145554228  145559943     13       9  478732      0.92219      0.17821
_SET4_   ENSG00000160973     8  145698795  145701718      7       5  458580     -0.48835      0.68735
_SET4_   ENSG00000137090     9     841690     969090    903      97  523177       1.4764     0.069922
_SET4_   ENSG00000173253     9    1050354    1057552     44      14  524987    -0.098975      0.53942
_SET4_   ENSG00000080503     9    2015342    2193624    949     149  520043    -0.063704       0.5254
_SET4_   ENSG00000080298     9    3218297    3526004   1284      84  516804     -0.81681      0.79298
_SET4_   ENSG00000147862     9   14081842   14398982   1322     206  514124      0.60244      0.27344
_SET4_   ENSG00000086102     9   33290509   33371155    238      48  505155     -0.48023      0.68447
_SET4_   ENSG00000205143     9   34621376   34628104     21      10  528835      0.76442      0.22231
_SET4_   ENSG00000107175     9   35732332   35737001     13       9  520281       1.7049     0.044109
_SET4_   ENSG00000196092     9   36833272   37034103    987     108  522467      0.16212      0.43561
_SET4_   ENSG00000168795     9   37438111   37465396     70      27  518598        2.173     0.014892
_SET4_   ENSG00000196409     9   40760700   40836415      4       2  420301     -0.50934      0.69474
_SET4_   ENSG00000198963     9   77112281   77308093    652      75  519908      0.39591      0.34609
_SET4_   ENSG00000165119     9   86582998   86595569     34      11  523718       2.0913     0.018251
_SET4_   ENSG00000165030     9   94171327   94186144     48      15  525579     -0.14053      0.55588
_SET4_   ENSG00000131668     9   96713905   96717654     13       5  530827       1.8235     0.034113
_SET4_   ENSG00000119508     9  102584137  102629173     82      30  510401      -1.5718        0.942
_SET4_   ENSG00000186051     9  108424738  108425367      1       1  537349       1.7147       0.0432
_SET4_   ENSG00000148143     9  109625378  109775915    396      74  517281      0.63058      0.26416
_SET4_   ENSG00000136826     9  110247133  110252763     17       4  519023      0.32643      0.37205
_SET4_   ENSG00000106948     9  117096436  117156685    200      45  504928     -0.47602      0.68297
_SET4_   ENSG00000136861     9  123151147  123342448    425      57  512375      -1.6756      0.95309
_SET4_   ENSG00000106852     9  124964856  124991905     82      32  510158     -0.27341      0.60773
_SET4_   ENSG00000106689     9  126763949  126795580    132      24  513675      0.96613      0.16699
_SET4_   ENSG00000136931     9  127243516  127269709    100      25  506589       6.0999   5.3057e-10
_SET4_   ENSG00000148200     9  127279554  127533589    595      53  497396       5.1829   1.0923e-07
_SET4_   ENSG00000167081     9  128509624  128729656    759      26  502461     -0.10222      0.54071
_SET4_   ENSG00000136944     9  129376722  129463311    392      65  519551         2.34    0.0096408
_SET4_   ENSG00000136807     9  130547958  130553066     21      11  502903       1.2763      0.10093
_SET4_   ENSG00000107164     9  133454352  133513739    229      53  510643      0.30215      0.38127
_SET4_   ENSG00000130711     9  133539981  133558368     68      20  525315       2.1684     0.015066
_SET4_   ENSG00000107290     9  135136743  135230372    468      30  524134       1.0261      0.15243
_SET4_   ENSG00000125492     9  135457572  135465653     23      13  502015   -0.0053331      0.50213
_SET4_   ENSG00000148308     9  135906076  135933890    106      20  502827     -0.85066      0.80252
_SET4_   ENSG00000186350     9  137208944  137332431    714      76  510261     -0.41359      0.66041
_SET4_   ENSG00000148411     9  138898383  138987131    423      80  522461     -0.52591      0.70053
_SET4_   ENSG00000107187     9  139088096  139096955     41      18  503421      0.27858      0.39028
_SET4_   ENSG00000148400     9  139388896  139440314    251      63  517117      0.29169      0.38526
_SET4_   ENSG00000067082    10    3818188    3827473     31      16  523215       1.5586      0.05955
_SET4_   ENSG00000107485    10    8095567    8117161    110      24  517546       1.9279     0.026933
_SET4_   ENSG00000152455    10   14920819   14946314     83      37  508865       -1.709      0.95627
_SET4_   ENSG00000168267    10   23481256   23483181      5       2  518162      -0.7222      0.76491
_SET4_   ENSG00000148516    10   31607424   31818742    454      36  510956        1.069      0.14253
_SET4_   ENSG00000095794    10   35415719   35501886    280      21  515354     -0.41424      0.66065
_SET4_   ENSG00000196793    10   44051792   44070066     64      12  511995    -0.077519      0.53089
_SET4_   ENSG00000165606    10   50572237   50603497    138      24  510536       -2.065      0.98054
_SET4_   ENSG00000108064    10   60144782   60158981     62      18  518447      0.19798      0.42153
_SET4_   ENSG00000150347    10   63661059   63856703    780     106  511774       2.7998    0.0025566
_SET4_   ENSG00000122877    10   64571756   64679660    491      52  519898      0.21554      0.41467
_SET4_   ENSG00000171988    10   64926981   65225722   1091      59  513200      0.53308      0.29699
_SET4_   ENSG00000096717    10   69644427   69678147    139      26  515887     -0.72586      0.76604
_SET4_   ENSG00000060339    10   70480769   70552134    239      37  514183       1.8528     0.031954
_SET4_   ENSG00000165730    10   70587298   70655188    275      37  520806       2.2605     0.011895
_SET4_   ENSG00000122859    10   71331454   71332994      5       3  503563     -0.10389      0.54137
_SET4_   ENSG00000099284    10   71812552   71872036    245      52  518999      0.72033      0.23566
_SET4_   ENSG00000180628    10   92979908   93044088    195      20  515826     0.018096      0.49278
_SET4_   ENSG00000152804    10   94447945   94455403     17       8  499091      -1.5373      0.93789
_SET4_   ENSG00000119919    10  101292690  101296278     12       5  511387    -0.049523      0.51975
_SET4_   ENSG00000075891    10  102495360  102589698    345      41  516815      0.17593      0.43017
_SET4_   ENSG00000107807    10  102889257  102897545     27      12  510581     -0.15319      0.56087
_SET4_   ENSG00000198728    10  103867317  103880210     36      20  511856       2.3312    0.0098701
_SET4_   ENSG00000107859    10  103989943  104001231     25       6  522565       1.1753      0.11994
_SET4_   ENSG00000077150    10  104153867  104162281     24      16  492875     -0.17186      0.56823
_SET4_   ENSG00000156374    10  105062553  105110891    112      35  509036       3.3569   0.00039407
_SET4_   ENSG00000148835    10  105127724  105148822     44      18  509698       2.7202    0.0032622
_SET4_   ENSG00000119950    10  111967363  112047123    276      28  520592     -0.98552      0.83781
_SET4_   ENSG00000148737    10  114710009  114927437    753     132  516133       1.3129     0.094612
_SET4_   ENSG00000148704    10  118888032  118897812     20       7  499568      0.12207      0.45142
_SET4_   ENSG00000095574    10  124750322  124768333     58      16  523219      0.66566      0.25281
_SET4_   ENSG00000188620    10  124895478  124897257      5       3  484505      0.70008      0.24194
_SET4_   ENSG00000229544    10  126135592  126138753     15       4  522189      -1.4408      0.92518
_SET4_   ENSG00000108001    10  131633547  131762105    521     117  512053       3.4476   0.00028285
_SET4_   ENSG00000148826    10  134598297  134599556      1       1  537349        1.011        0.156
_SET4_   ENSG00000151650    10  135050908  135055433     43      14  507154      0.56862      0.28481
_SET4_   ENSG00000185507    11     612553     615999     16       3  517600     -0.76247      0.77711
_SET4_   ENSG00000177030    11     644233     706715    324      32  518978      -0.7471       0.7725
_SET4_   ENSG00000183734    11    2289725    2292182     10       4  506238       2.6714    0.0037772
_SET4_   ENSG00000176009    11    8959119    8964580     35       7  519468    -0.079763      0.53179
_SET4_   ENSG00000166478    11    9481866    9550071    233      44  508575       1.9356     0.026457
_SET4_   ENSG00000187079    11   12695969   12966298    819      87  512156     -0.35403      0.63834
_SET4_   ENSG00000133794    11   13298199   13408813    394      69  521886      0.74218      0.22899
_SET4_   ENSG00000110693    11   15987995   16761138   2266     106  514624    -0.050544      0.52016
_SET4_   ENSG00000129152    11   17741115   17743678      9       5  526832       2.2344     0.012729
_SET4_   ENSG00000129173    11   19245610   19263167     50      25  519752      0.16799       0.4333
_SET4_   ENSG00000007372    11   31806340   31839509     91      25  504769      0.47991      0.31565
_SET4_   ENSG00000184937    11   32409321   32457176    214      28  526785       1.8101     0.035137
_SET4_   ENSG00000135363    11   33880122   33913836    139      32  523317     -0.67305      0.74954
_SET4_   ENSG00000135374    11   34500340   34535352    182      27  521729     -0.91665      0.82034
_SET4_   ENSG00000135373    11   34642640   34682604    158      52  523427       1.9978     0.022868
_SET4_   ENSG00000052850    11   44281994   44331716    285      57  520120     -0.12143      0.54833
_SET4_   ENSG00000019485    11   45115564   45247734    391      53  521035       4.6532   1.6345e-06
_SET4_   ENSG00000121671    11   45868669   45904798     96      24  518411       1.2347      0.10847
_SET4_   ENSG00000157613    11   46299212   46342972    129      38  509923       2.4703    0.0067507
_SET4_   ENSG00000025434    11   47269851   47290396     69      16  513619       3.9255   4.3275e-05
_SET4_   ENSG00000066336    11   47376411   47400127    111      21  507964       7.0657   7.9881e-13
_SET4_   ENSG00000149480    11   62360686   62369312     20       7  515886        3.281   0.00051725
_SET4_   ENSG00000167771    11   63678693   63684316     13       6  502512       1.5469     0.060941
_SET4_   ENSG00000173153    11   64073044   64084215     22      12  499024      0.81174      0.20847
_SET4_   ENSG00000126432    11   64085560   64089283     13       8  480588       1.3152     0.094226
_SET4_   ENSG00000133895    11   64570982   64578766     19       8  501545      0.44533      0.32804
_SET4_   ENSG00000168062    11   64755415   64764517     27      13  518590     -0.80334      0.78911
_SET4_   ENSG00000133884    11   65101225   65120720     39      19  505926       2.0526     0.020058
_SET4_   ENSG00000173039    11   65421067   65430565     20      10  505669       0.3408      0.36663
_SET4_   ENSG00000172818    11   65554493   65564690     36      13  512424     -0.36418      0.64214
_SET4_   ENSG00000175592    11   65659520   65668044     31      11  522894      -0.9026      0.81663
_SET4_   ENSG00000174576    11   66188475   66194178     13       8  500538       2.2578     0.011978
_SET4_   ENSG00000132749    11   68474908   68519032    123      22  514436       2.0669     0.019373
_SET4_   ENSG00000165462    11   71950121   71956708     12       6  507949      0.71294      0.23794
_SET4_   ENSG00000137486    11   74975226   75062873    283      67  516931   -0.0016618      0.50066
_SET4_   ENSG00000149273    11   75110530   75133324     67      27  506936       0.2997       0.3822
_SET4_   ENSG00000085741    11   75897369   75921780     92      23  521918       2.9664    0.0015066
_SET4_   ENSG00000074266    11   85955586   85989855    126      27  516749        1.832     0.033477
_SET4_   ENSG00000082175    11  100900355  101001255    443      39  523436       3.1622   0.00078283
_SET4_   ENSG00000137693    11  101981192  102104154    438      44  514262       1.4404     0.074877
_SET4_   ENSG00000110777    11  111222977  111326355    503      39  524210     -0.48139      0.68488
_SET4_   ENSG00000109906    11  113930315  114121398    879     135  520954       2.5316    0.0056775
_SET4_   ENSG00000118058    11  118307205  118397539    164      35  506924    -0.053473      0.52132
_SET4_   ENSG00000172273    11  118992297  119006752     50       9  521218       1.0736       0.1415
_SET4_   ENSG00000137709    11  120107349  120190653    334      51  511880       0.9354      0.17479
_SET4_   ENSG00000188909    11  122848278  122852428     13       6  509310      0.48595       0.3135
_SET4_   ENSG00000166261    11  123594885  123612383     75      11  522471     -0.60821      0.72848
_SET4_   ENSG00000165495    11  125034583  125303285   1293     153  513896       1.4923     0.067813
_SET4_   ENSG00000134954    11  128328656  128457453    428      82  516243      -0.5904      0.72254
_SET4_   ENSG00000151702    11  128556430  128683162    580      98  519576       0.2048      0.41886
_SET4_   ENSG00000043039    11  129245835  129322171    371      76  521018      -0.3199      0.62548
_SET4_   ENSG00000170325    11  129769601  129872730    429      61  515824     0.097389      0.46121
_SET4_   ENSG00000073614    12     389295     498620    456      37  515149     -0.19541      0.57747
_SET4_   ENSG00000111206    12    2966847    2986206     56      23  512659     -0.69537      0.75659
_SET4_   ENSG00000197905    12    3068496    3149839    429      61  521226      -1.4534      0.92695
_SET4_   ENSG00000111642    12    6679249    6716642    109      20  517490       0.3947      0.34653
_SET4_   ENSG00000111704    12    7940390    7948655     70       9  522973     -0.96299      0.83222
_SET4_   ENSG00000065970    12    8185299    8208099     71      23  512621      -1.1495      0.87482
_SET4_   ENSG00000060138    12   10851683   10875911     93      18  515784       1.2854     0.099333
_SET4_   ENSG00000139083    12   11802788   12048336    963     159  517369      -2.0703      0.98079
_SET4_   ENSG00000139154    12   19556979   19873735   1837      94  525275       -1.143      0.87348
_SET4_   ENSG00000123095    12   26272959   26278060     18      11  506859      0.55047        0.291
_SET4_   ENSG00000029153    12   27485787   27576241    361      60  522786      0.14415      0.44269
_SET4_   ENSG00000111424    12   48235320   48336831    456      83  515372     -0.27476      0.60825
_SET4_   ENSG00000129315    12   49082247   49110681     89      19  519319      0.78133       0.2173
_SET4_   ENSG00000125084    12   49372398   49375459      4       2  491082       1.3499     0.088516
_SET4_   ENSG00000181418    12   49388932   49393092      9       5  516102     -0.21052      0.58337
_SET4_   ENSG00000167548    12   49412758   49453557     72      26  508386      0.33887      0.36736
_SET4_   ENSG00000123268    12   51157493   51214905    164      28  519652      -1.2858      0.90074
_SET4_   ENSG00000135457    12   51487446   51566926    298      32  521992      0.32081      0.37418
_SET4_   ENSG00000123358    12   52416616   52453291    148      46  513481     -0.27751       0.6093
_SET4_   ENSG00000139651    12   53574484   53584596     36       9  521930      0.20053      0.42053
_SET4_   ENSG00000172819    12   53604354   53626764     56      20  513583      0.37508       0.3538
_SET4_   ENSG00000170374    12   53720362   53739099     40      11  521522       1.2274      0.10984
_SET4_   ENSG00000185591    12   53773960   53810230    110      23  509910       1.9952     0.023009
_SET4_   ENSG00000012822    12   54104903   54121529     57      14  521108       2.1605     0.015365
_SET4_   ENSG00000123388    12   54366910   54371427      7       2  516975      0.45696      0.32385
_SET4_   ENSG00000180818    12   54378849   54384063      9       6  521503      -1.0227      0.84677
_SET4_   ENSG00000197757    12   54384408   54424607     98      31  510320     -0.82897      0.79644
_SET4_   ENSG00000198353    12   54410715   54449813    119      28  514770     -0.37616       0.6466
_SET4_   ENSG00000172789    12   54426637   54429142      7       3  523736     -0.69091      0.75519
_SET4_   ENSG00000273266    12   54447661   54449814      8       5  519522      0.95579      0.16959
_SET4_   ENSG00000123405    12   54685895   54694905     18      12  490093       4.5298    2.952e-06
_SET4_   ENSG00000123411    12   56401443   56432219     63      22  500021      0.13853      0.44491
_SET4_   ENSG00000139613    12   56556767   56583351     54      33  501884       1.1331      0.12859
_SET4_   ENSG00000076108    12   56989380   57030600     89      30  511555      0.91631      0.17975
_SET4_   ENSG00000166888    12   57489191   57525922     95      27  520212       4.3759   6.0461e-06
_SET4_   ENSG00000111087    12   57853918   57866045     43      10  522267      0.35583      0.36099
_SET4_   ENSG00000175197    12   57910371   57914300      6       2  521574     -0.56333      0.71339
_SET4_   ENSG00000149948    12   66217911   66360075    395      70  517111     0.090591      0.46391
_SET4_   ENSG00000165891    12   77415027   77459360    187      55  522576     -0.73302      0.76823
_SET4_   ENSG00000111046    12   81101277   81103253      7       3  523736      0.63454      0.26286
_SET4_   ENSG00000111049    12   81110691   81113452      9       5  517483       3.9209   4.4109e-05
_SET4_   ENSG00000180318    12   85673885   85695562     67      20  520267      -1.3463      0.91089
_SET4_   ENSG00000120798    12   95414005   95467479    178      38  519890     -0.13265      0.55277
_SET4_   ENSG00000111145    12   96588160   96663613    298      58  518220      0.60854      0.27141
_SET4_   ENSG00000012504    12  100867486  100958191    327      47  509709     -0.61183      0.72968
_SET4_   ENSG00000166211    12  101869199  101880775     44      15  522452      -2.0738      0.98095
_SET4_   ENSG00000139352    12  103351464  103354294      7       4  504863       1.5596     0.059426
_SET4_   ENSG00000120837    12  104510855  104532067     62      22  515001      0.07756      0.46909
_SET4_   ENSG00000111783    12  106976685  107156581    598      52  515568       2.1073     0.017544
_SET4_   ENSG00000008405    12  107385142  107487607    322      27  522692     -0.45022      0.67373
_SET4_   ENSG00000110851    12  108126643  108155049    112      19  517303      0.47514      0.31734
_SET4_   ENSG00000187855    12  108168162  108170421     10       6  505144      0.82612      0.20437
