# TOTAL_GENES = 18808
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
VARIABLE                                TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
GO_bp:go_regulation_of_prote...10        SET     398     0.032419    0.0046659     0.051421       0.2642 GO_bp:go_regulation_of_protein_complex_assembly
GO_bp:go_calcium_ion_regulat...2         SET      16     -0.29557   -0.0086173      0.26015      0.87205 GO_bp:go_calcium_ion_regulated_exocytosis_of_neurotransmitter
GO_bp:go_regulation_of_regul...          SET     148     0.068643    0.0060653     0.085812      0.21188 GO_bp:go_regulation_of_regulated_secretory_pathway
GO_bp:go_positive_regulation...696       SET      20     0.014889   0.00048526      0.22984      0.47418 GO_bp:go_positive_regulation_of_receptor_internalization
GO_bp:go_cardiac_muscle_cell...4         SET      64     -0.10238   -0.0059622      0.14534      0.75941 GO_bp:go_cardiac_muscle_cell_contraction
GO_bp:go_amino_sugar_catabol...          SET       8     0.018392   0.00037924      0.34185      0.47855 GO_bp:go_amino_sugar_catabolic_process
GO_bp:go_positive_regulation...469       SET      14     0.057148    0.0015586      0.28121      0.41948 GO_bp:go_positive_regulation_of_macrophage_chemotaxis
GO_bp:go_regulation_of_b_cel...2         SET      16      0.33179    0.0096734      0.26979      0.10939 GO_bp:go_regulation_of_b_cell_apoptotic_process
GO_bp:go_mitochondrial_rna_m...1         SET      23     -0.08638   -0.0030189      0.19445      0.67156 GO_bp:go_mitochondrial_rna_metabolic_process
GO_bp:go_modulation_of_excit...          SET      38       0.1628    0.0073106      0.17308      0.17345 GO_bp:go_modulation_of_excitatory_postsynaptic_potential
GO_bp:go_nucleus_localization            SET      24    -0.027901  -0.00099605      0.20849      0.55323 GO_bp:go_nucleus_localization
GO_bp:go_response_to_hepatoc...          SET      19    -0.053517   -0.0017002       0.2401      0.58819 GO_bp:go_response_to_hepatocyte_growth_factor
GO_bp:go_organelle_assembly              SET     777    -0.025947    -0.005164      0.03664      0.76057 GO_bp:go_organelle_assembly
GO_bp:go_mitotic_dna_integri...          SET     102     0.075291    0.0055297     0.096258      0.21706 GO_bp:go_mitotic_dna_integrity_checkpoint
GO_bp:go_fatty_acid_derivati...4         SET      48     -0.20659    -0.010424      0.16031      0.90123 GO_bp:go_fatty_acid_derivative_transport
GO_bp:go_natural_killer_cell...2         SET      29    -0.031592   -0.0012396      0.22704      0.55533 GO_bp:go_natural_killer_cell_activation_involved_in_immune_response
GO_bp:go_cardiac_ventricle_d...          SET     121     0.041714    0.0033352      0.10462      0.34504 GO_bp:go_cardiac_ventricle_development
GO_bp:go_male_meiosis_i                  SET      24      0.12966    0.0046289      0.20132      0.25977 GO_bp:go_male_meiosis_i
GO_bp:go_glycerolipid_biosyn...          SET     204     0.039555    0.0040972     0.073016      0.29401 GO_bp:go_glycerolipid_biosynthetic_process
GO_bp:go_regulation_of_gluco...6         SET      68     0.080489    0.0048311      0.12332      0.25699 GO_bp:go_regulation_of_glucose_metabolic_process
GO_bp:go_positive_regulation...752       SET      19      0.16619    0.0052796      0.25326      0.25585 GO_bp:go_positive_regulation_of_sodium_ion_transmembrane_transport
GO_bp:go_positive_regulation...337       SET      34     -0.15144   -0.0064331      0.20459       0.7704 GO_bp:go_positive_regulation_of_heart_contraction
GO_bp:go_cellular_response_t...98        SET      15     -0.20175   -0.0056954      0.26961      0.77286 GO_bp:go_cellular_response_to_prostaglandin_e_stimulus
GO_bp:go_extrinsic_apoptotic...2         SET      78     -0.12296   -0.0079019      0.11589      0.85563 GO_bp:go_extrinsic_apoptotic_signaling_pathway_via_death_domain_receptors
GO_bp:go_purine_nucleoside_b...          SET      20    -0.072638   -0.0023675      0.22937      0.62426 GO_bp:go_purine_nucleoside_biosynthetic_process
GO_bp:go_female_sex_differen...          SET     111     0.039101     0.002995      0.10309      0.35224 GO_bp:go_female_sex_differentiation
GO_bp:go_positive_regulation...175       SET      17      0.28975    0.0087075      0.26516      0.13726 GO_bp:go_positive_regulation_of_circadian_rhythm
GO_bp:go_ectodermal_placode_...          SET      12     0.010948   0.00027646      0.31197        0.486 GO_bp:go_ectodermal_placode_development
GO_bp:go_positive_regulation...620       SET      58    -0.016999  -0.00094256      0.14372      0.54708 GO_bp:go_positive_regulation_of_phagocytosis
GO_bp:go_cellular_response_t...33        SET      12     -0.16974   -0.0042863      0.33237      0.69522 GO_bp:go_cellular_response_to_ethanol
GO_bp:go_respiratory_burst               SET      28      0.14188    0.0054702      0.19815        0.237 GO_bp:go_respiratory_burst
GO_bp:go_positive_regulation...230       SET      60     0.074845    0.0042207      0.12944      0.28157 GO_bp:go_positive_regulation_of_dna_repair
GO_bp:go_cerebral_cortex_gab...2         SET      10     -0.11477   -0.0026459      0.38163      0.61819 GO_bp:go_cerebral_cortex_gabaergic_interneuron_differentiation
GO_bp:go_nik_nf_kappab_signa...          SET     152     0.050586    0.0045293     0.080163      0.26401 GO_bp:go_nik_nf_kappab_signaling
GO_bp:go_mammary_gland_devel...          SET     132     0.010892   0.00090933     0.095522      0.45461 GO_bp:go_mammary_gland_development
GO_bp:go_negative_regulation...606       SET     205      0.10026      0.01041     0.076243     0.094265 GO_bp:go_negative_regulation_of_secretion
GO_bp:go_mitotic_spindle_org...          SET      96     0.017308    0.0012334      0.10162      0.43238 GO_bp:go_mitotic_spindle_organization
GO_bp:go_regulation_of_prote...8         SET     339     0.051484    0.0068495     0.055426      0.17648 GO_bp:go_regulation_of_protein_catabolic_process
GO_bp:go_regulation_of_cd4_p...1         SET      54     -0.22853    -0.012228      0.14637      0.94077 GO_bp:go_regulation_of_cd4_positive_alpha_beta_t_cell_activation
GO_bp:go_maintenance_of_cell...2         SET      16     -0.29072    -0.008476      0.29248      0.83987 GO_bp:go_maintenance_of_cell_polarity
GO_bp:go_mrna_cleavage                   SET      20      0.19573    0.0063794      0.21491      0.18122 GO_bp:go_mrna_cleavage
GO_bp:go_positive_regulation...861       SET      14    -0.016913  -0.00046129      0.28436      0.52371 GO_bp:go_positive_regulation_of_urine_volume
GO_bp:go_glycine_metabolic_p...          SET       7     -0.40398   -0.0077924      0.38044      0.85585 GO_bp:go_glycine_metabolic_process
GO_bp:go_positive_regulation...160       SET      49     -0.22155    -0.011294      0.14846      0.93219 GO_bp:go_positive_regulation_of_chemokine_production
GO_bp:go_regulation_of_glyco...2         SET      33     0.063164    0.0026435       0.1797      0.36261 GO_bp:go_regulation_of_glycogen_metabolic_process
GO_bp:go_endoderm_development            SET      71     0.080816    0.0049561      0.13703      0.27767 GO_bp:go_endoderm_development
GO_bp:go_cytoplasmic_sequest...3         SET      13      0.44167     0.011608      0.29302     0.065876 GO_bp:go_cytoplasmic_sequestering_of_transcription_factor
GO_bp:go_protein_transport_a...          SET      65     0.037607     0.002207      0.12094      0.37792 GO_bp:go_protein_transport_along_microtubule
GO_bp:go_regulation_of_lipop...2         SET      24     -0.33558     -0.01198      0.22138      0.93521 GO_bp:go_regulation_of_lipopolysaccharide_mediated_signaling_pathway
GO_bp:go_camera_type_eye_pho...          SET      19    0.0063396    0.0002014      0.26046      0.49029 GO_bp:go_camera_type_eye_photoreceptor_cell_differentiation
GO_bp:go_regulation_of_growt...2         SET      13    -0.023349  -0.00061366      0.32055      0.52903 GO_bp:go_regulation_of_growth_hormone_secretion
GO_bp:go_pyrimidine_containi...3         SET      22     -0.12637   -0.0043196       0.2341      0.70534 GO_bp:go_pyrimidine_containing_compound_metabolic_process
GO_bp:go_oxidation_reduction...          SET     895    -0.034548   -0.0073551     0.035114      0.83741 GO_bp:go_oxidation_reduction_process
GO_bp:go_response_to_atp                 SET      30      0.16281    0.0064974      0.17383      0.17449 GO_bp:go_response_to_atp
GO_bp:go_water_homeostasis               SET      70    -0.096504   -0.0058766      0.13045      0.77028 GO_bp:go_water_homeostasis
GO_bp:go_vocalization_behavi...          SET      14       1.3767     0.037547      0.34527   3.3545e-05 GO_bp:go_vocalization_behavior
GO_bp:go_golgi_to_plasma_mem...1         SET      37      0.16917    0.0074962      0.17256      0.16346 GO_bp:go_golgi_to_plasma_membrane_protein_transport
GO_bp:go_long_term_memory                SET      32      0.13967    0.0057564      0.18777      0.22849 GO_bp:go_long_term_memory
GO_bp:go_adrenal_gland_devel...          SET      24    -0.034292   -0.0012242      0.23665      0.55761 GO_bp:go_adrenal_gland_development
GO_bp:go_cellular_response_t...19        SET      17      0.11576    0.0034786      0.25271      0.32346 GO_bp:go_cellular_response_to_cholesterol
GO_bp:go_positive_regulation...640       SET      24     0.095224    0.0033995      0.23322      0.34153 GO_bp:go_positive_regulation_of_potassium_ion_transmembrane_transporter_activity
GO_bp:go_viral_life_cycle                SET     308   -0.0058348  -0.00074055     0.059917      0.53879 GO_bp:go_viral_life_cycle
GO_bp:go_entrainment_of_circ...1         SET      26     0.002695   0.00010013      0.21704      0.49505 GO_bp:go_entrainment_of_circadian_clock
GO_bp:go_positive_regulation...374       SET      42   -0.0067502  -0.00031864      0.15641      0.51721 GO_bp:go_positive_regulation_of_immunoglobulin_production
GO_bp:go_regulation_of_estab...4         SET      70      0.16451     0.010018      0.12298     0.090514 GO_bp:go_regulation_of_establishment_of_protein_localization_to_mitochondrion
GO_bp:go_regulation_of_senso...          SET      41     0.057992    0.0027048        0.181      0.37433 GO_bp:go_regulation_of_sensory_perception
GO_bp:go_chondroitin_sulfate...2         SET      12     -0.10142   -0.0025612      0.28951      0.63695 GO_bp:go_chondroitin_sulfate_catabolic_process
GO_bp:go_response_to_auditor...          SET      23       0.3706     0.012952      0.24425     0.064603 GO_bp:go_response_to_auditory_stimulus
GO_bp:go_maintenance_of_cell...1         SET     151      0.11717     0.010457      0.08489     0.083757 GO_bp:go_maintenance_of_cell_number
GO_bp:go_cell_morphogenesis_...1         SET     686      0.20004     0.037503     0.042269   1.1167e-06 GO_bp:go_cell_morphogenesis_involved_in_differentiation
GO_bp:go_negative_regulation...153       SET     131      0.24461     0.020344     0.090981    0.0035914 GO_bp:go_negative_regulation_of_chromosome_organization
GO_bp:go_coenzyme_biosynthet...          SET     138    -0.057641   -0.0049194     0.089664      0.73984 GO_bp:go_coenzyme_biosynthetic_process
GO_bp:go_epiboly                         SET      28     -0.11748   -0.0045296      0.20142      0.72014 GO_bp:go_epiboly
GO_bp:go_negative_regulation...312       SET     127    -0.049757    -0.004075     0.094304      0.70112 GO_bp:go_negative_regulation_of_inflammatory_response
GO_bp:go_regulation_of_calci...3         SET     107      0.15789     0.011876      0.10272     0.062136 GO_bp:go_regulation_of_calcium_ion_dependent_exocytosis
GO_bp:go_central_nervous_sys...6         SET      25      0.72492     0.026413      0.23167   0.00087824 GO_bp:go_central_nervous_system_projection_neuron_axonogenesis
GO_bp:go_inflammatory_respon...2         SET      42      0.10982    0.0051838      0.17615      0.26651 GO_bp:go_inflammatory_response_to_antigenic_stimulus
GO_bp:go_intestinal_epitheli...2         SET      17     -0.16602   -0.0049892        0.294      0.71385 GO_bp:go_intestinal_epithelial_cell_differentiation
GO_bp:go_organophosphate_cat...          SET     120    -0.061493   -0.0048963     0.092884      0.74602 GO_bp:go_organophosphate_catabolic_process
GO_bp:go_negative_regulation...51        SET      17     0.018502   0.00055601      0.27643      0.47332 GO_bp:go_negative_regulation_of_behavior
GO_bp:go_positive_regulation...609       SET      25     0.065091    0.0023716      0.22709       0.3872 GO_bp:go_positive_regulation_of_p38mapk_cascade
GO_bp:go_membrane_protein_in...          SET      15     -0.37174    -0.010494      0.24223      0.93756 GO_bp:go_membrane_protein_intracellular_domain_proteolysis
GO_bp:go_response_to_caffeine            SET      17      0.20049    0.0060251      0.24082      0.20256 GO_bp:go_response_to_caffeine
GO_bp:go_distal_tubule_devel...          SET      12      0.13539    0.0034188      0.31113      0.33173 GO_bp:go_distal_tubule_development
GO_bp:go_cranial_skeletal_sy...          SET      66      0.11151     0.006594       0.1398      0.21255 GO_bp:go_cranial_skeletal_system_development
GO_bp:go_dna_templated_trans...2         SET     227      0.11684     0.012759     0.069515     0.046411 GO_bp:go_dna_templated_transcription_initiation
GO_bp:go_regulation_of_hormo...1         SET      26    -0.021069  -0.00078282      0.20741      0.54045 GO_bp:go_regulation_of_hormone_biosynthetic_process
GO_bp:go_positive_regulation...569       SET      22      0.12591    0.0043038      0.21803      0.28181 GO_bp:go_positive_regulation_of_neurotransmitter_secretion
GO_bp:go_genetic_imprinting              SET      25      0.12903    0.0047012      0.21718      0.27623 GO_bp:go_genetic_imprinting
GO_bp:go_cellular_process_in...          SET     324    -0.045005    -0.005856     0.058312      0.77988 GO_bp:go_cellular_process_involved_in_reproduction_in_multicellular_organism
GO_bp:go_positive_regulation...119       SET     642     0.014445     0.002623     0.042732      0.36767 GO_bp:go_positive_regulation_of_cell_death
GO_bp:go_trophoblast_giant_c...          SET      11    -0.048618   -0.0011755      0.36812      0.55254 GO_bp:go_trophoblast_giant_cell_differentiation
GO_bp:go_tumor_necrosis_fact...2         SET     149    -0.079799   -0.0070746     0.079726      0.84156 GO_bp:go_tumor_necrosis_factor_mediated_signaling_pathway
GO_bp:go_defense_response_to...3         SET      74    -0.086864    -0.005438      0.12476      0.75685 GO_bp:go_defense_response_to_gram_negative_bacterium
GO_bp:go_signal_release                  SET     440      0.15534      0.02348     0.052931    0.0016715 GO_bp:go_signal_release
GO_bp:go_regulation_of_exoso...          SET      16      0.13412    0.0039104      0.26884      0.30893 GO_bp:go_regulation_of_exosomal_secretion
GO_bp:go_regulation_of_inclu...          SET      14      0.39193     0.010689      0.27819     0.079449 GO_bp:go_regulation_of_inclusion_body_assembly
GO_bp:go_regulation_of_chron...          SET       6     -0.28871    -0.005156      0.40325      0.76299 GO_bp:go_regulation_of_chronic_inflammatory_response
GO_bp:go_regulation_of_t_cel...6         SET     129     0.010715   0.00088437     0.096005      0.45557 GO_bp:go_regulation_of_t_cell_differentiation
GO_bp:go_adaptive_immune_res...1         SET     361    -0.087871    -0.012057     0.057551      0.93659 GO_bp:go_adaptive_immune_response
GO_bp:go_translesion_synthes...          SET      40      0.10029    0.0046202      0.14467      0.24409 GO_bp:go_translesion_synthesis
GO_bp:go_regulation_of_glome...2         SET      13     -0.33984   -0.0089317      0.31551      0.85927 GO_bp:go_regulation_of_glomerulus_development
GO_bp:go_methionine_metaboli...          SET       6       0.5059    0.0090346      0.36306     0.081752 GO_bp:go_methionine_metabolic_process
GO_bp:go_dicarboxylic_acid_t...          SET      94    -0.057699   -0.0040689      0.11454      0.69278 GO_bp:go_dicarboxylic_acid_transport
GO_bp:go_negative_regulation...616       SET      12      0.25607    0.0064662      0.33163      0.22001 GO_bp:go_negative_regulation_of_skeletal_muscle_tissue_development
GO_bp:go_dna_recombination               SET     263      0.11417     0.013406     0.061398     0.031491 GO_bp:go_dna_recombination
GO_bp:go_post_translational_...          SET     345     0.024383     0.003272      0.05546       0.3301 GO_bp:go_post_translational_protein_modification
GO_bp:go_protein_folding                 SET     202     0.025895    0.0026693     0.066667      0.34885 GO_bp:go_protein_folding
GO_bp:go_regulation_of_mrna_...5         SET      15    -0.084434   -0.0023836       0.2186      0.65034 GO_bp:go_regulation_of_mrna_polyadenylation
GO_bp:go_neuron_migration                SET     144      0.33179     0.028921     0.095332   0.00025102 GO_bp:go_neuron_migration
GO_bp:go_regulation_of_attac...          SET      12     0.071023    0.0017935      0.31315      0.41029 GO_bp:go_regulation_of_attachment_of_spindle_microtubules_to_kinetochore
GO_bp:go_positive_regulation...717       SET      12     -0.16656   -0.0042058      0.27066      0.73084 GO_bp:go_positive_regulation_of_response_to_tumor_cell
GO_bp:go_regulation_of_actio...          SET      46    -0.091069   -0.0044984      0.17187       0.7019 GO_bp:go_regulation_of_action_potential
GO_bp:go_positive_regulation...811       SET      29    0.0018835   7.3906e-05      0.19953      0.49623 GO_bp:go_positive_regulation_of_tissue_remodeling
GO_bp:go_regulation_of_prote...1         SET     167    0.0090455   0.00084859      0.07538      0.45224 GO_bp:go_regulation_of_proteasomal_protein_catabolic_process
GO_bp:go_dorsal_ventral_neur...          SET      24      0.14141    0.0050483      0.21132       0.2517 GO_bp:go_dorsal_ventral_neural_tube_patterning
GO_bp:go_toll_like_receptor_...3         SET      31    -0.072858   -0.0029555      0.18348      0.65434 GO_bp:go_toll_like_receptor_4_signaling_pathway
GO_bp:go_positive_regulation...541       SET      83     0.090115    0.0059734      0.12328       0.2324 GO_bp:go_positive_regulation_of_myeloid_cell_differentiation
GO_bp:go_calcium_ion_regulat...1         SET     147      0.11896     0.010476     0.087566     0.087163 GO_bp:go_calcium_ion_regulated_exocytosis
GO_bp:go_cellular_response_t...81        SET     593      0.05726     0.010006     0.043619     0.094648 GO_bp:go_cellular_response_to_nitrogen_compound
GO_bp:go_retinal_metabolic_p...          SET      13     -0.22413   -0.0058905      0.29374      0.77726 GO_bp:go_retinal_metabolic_process
GO_bp:go_molting_cycle                   SET     108     -0.18077    -0.013659      0.10479      0.95773 GO_bp:go_molting_cycle
GO_bp:go_chromosome_organiza...2         SET      59    -0.055537   -0.0031058      0.12286      0.67437 GO_bp:go_chromosome_organization_involved_in_meiotic_cell_cycle
GO_bp:go_positive_regulation...617       SET      27    -0.084592   -0.0032029      0.22885      0.64417 GO_bp:go_positive_regulation_of_peptidyl_threonine_phosphorylation
GO_bp:go_oocyte_maturation               SET      25     0.049019     0.001786      0.21489      0.40978 GO_bp:go_oocyte_maturation
GO_bp:go_dna_biosynthetic_pr...          SET     180     0.096385    0.0093842     0.075492      0.10085 GO_bp:go_dna_biosynthetic_process
GO_bp:go_substrate_adhesion_...          SET      87    -0.044699   -0.0030331      0.11271      0.65415 GO_bp:go_substrate_adhesion_dependent_cell_spreading
GO_bp:go_spermatid_nucleus_d...          SET      21    -0.016216  -0.00054156      0.22517      0.52871 GO_bp:go_spermatid_nucleus_differentiation
GO_bp:go_multi_organism_loca...          SET      67     -0.16498   -0.0098295      0.11945      0.91637 GO_bp:go_multi_organism_localization
GO_bp:go_negative_regulation...105       SET     910     0.016213     0.003479     0.035563      0.32424 GO_bp:go_negative_regulation_of_cell_death
GO_bp:go_transcription_initi...2         SET     173      0.14797     0.014126      0.07925     0.030955 GO_bp:go_transcription_initiation_from_rna_polymerase_ii_promoter
GO_bp:go_positive_regulation...217       SET     158       0.1604      0.01464     0.086897     0.032463 GO_bp:go_positive_regulation_of_developmental_growth
GO_bp:go_regulation_of_eryth...          SET      41      0.34499      0.01609      0.17688     0.025572 GO_bp:go_regulation_of_erythrocyte_differentiation
GO_bp:go_metanephric_nephron...1         SET      39     -0.10381   -0.0047222      0.19014      0.70745 GO_bp:go_metanephric_nephron_development
GO_bp:go_positive_regulation...560       SET      57      0.12314    0.0067688      0.14074      0.19082 GO_bp:go_positive_regulation_of_neurological_system_process
GO_bp:go_trachea_development             SET      17      0.41982     0.012616      0.27592     0.064068 GO_bp:go_trachea_development
GO_bp:go_neurogenesis                    SET    1514      0.18613      0.05064      0.02911   8.2803e-11 GO_bp:go_neurogenesis
GO_bp:go_positive_regulation...802       SET      21     -0.31888     -0.01065      0.22189      0.92465 GO_bp:go_positive_regulation_of_t_helper_cell_differentiation
GO_bp:go_negative_regulation...300       SET      11     -0.17883   -0.0043236      0.34745      0.69661 GO_bp:go_negative_regulation_of_humoral_immune_response
GO_bp:go_positive_regulation...26        SET      33     0.036765    0.0015387      0.19032      0.42341 GO_bp:go_positive_regulation_of_amine_transport
GO_bp:go_endomembrane_system...          SET     404     0.029046    0.0042111     0.052277      0.28924 GO_bp:go_endomembrane_system_organization
GO_bp:go_apoptotic_process_i...2         SET      35    -0.096625   -0.0041645      0.19339      0.69133 GO_bp:go_apoptotic_process_involved_in_development
GO_bp:go_retinoic_acid_metab...          SET      17     -0.20265     -0.00609      0.29827      0.75156 GO_bp:go_retinoic_acid_metabolic_process
GO_bp:go_glycerophospholipid...2         SET     163     0.084417    0.0078248     0.082883      0.15422 GO_bp:go_glycerophospholipid_metabolic_process
GO_bp:go_regulation_of_prote...3         SET      66      0.29933     0.017701      0.12609    0.0088028 GO_bp:go_regulation_of_protein_acetylation
GO_bp:go_regulation_of_neuro...3         SET     128     0.020156    0.0016572     0.097811      0.41837 GO_bp:go_regulation_of_neurological_system_process
GO_bp:go_intrinsic_apoptotic...1         SET     271     0.090756     0.010816     0.062536     0.073362 GO_bp:go_intrinsic_apoptotic_signaling_pathway
GO_bp:go_sodium_ion_homeosta...          SET      50     -0.22212    -0.011438      0.15926      0.91844 GO_bp:go_sodium_ion_homeostasis
GO_bp:go_cellular_response_t...47        SET     121     0.023612    0.0018878     0.093843      0.40067 GO_bp:go_cellular_response_to_heat
GO_bp:go_t_cell_receptor_sig...          SET     172     0.098893     0.009414     0.077359      0.10057 GO_bp:go_t_cell_receptor_signaling_pathway
GO_bp:go_positive_regulation...433       SET      18      0.16205    0.0050109      0.24773      0.25652 GO_bp:go_positive_regulation_of_lamellipodium_assembly
GO_bp:go_purine_nucleotide_t...          SET      13     -0.21911   -0.0057587      0.29287      0.77281 GO_bp:go_purine_nucleotide_transport
GO_bp:go_regulation_of_prote...52        SET     249      0.18425     0.021059     0.064421    0.0021203 GO_bp:go_regulation_of_protein_stability
GO_bp:go_regulation_of_dna_m...1         SET     263      0.10888     0.012786     0.063472     0.043139 GO_bp:go_regulation_of_dna_metabolic_process
GO_bp:go_nadh_metabolic_proc...          SET       9     -0.26127   -0.0057141       0.2979      0.80976 GO_bp:go_nadh_metabolic_process
GO_bp:go_positive_regulation...591       SET      60      0.16163    0.0091147      0.13956       0.1234 GO_bp:go_positive_regulation_of_nucleocytoplasmic_transport
GO_bp:go_natural_killer_cell...8         SET      56     -0.12978   -0.0070711      0.14213       0.8194 GO_bp:go_natural_killer_cell_mediated_immunity
GO_bp:go_growth                          SET     906       0.0765     0.016381     0.036693     0.018548 GO_bp:go_growth
GO_bp:go_embryonic_morphogen...          SET     557     0.068068     0.011539      0.04789     0.077616 GO_bp:go_embryonic_morphogenesis
GO_bp:go_negative_regulation...439       SET      11     -0.25576   -0.0061835      0.34548      0.77043 GO_bp:go_negative_regulation_of_multicellular_organism_growth
GO_bp:go_negative_regulation...385       SET      30     0.082784    0.0033037      0.18417      0.32654 GO_bp:go_negative_regulation_of_lymphocyte_apoptotic_process
GO_bp:go_oocyte_differentiat...          SET      49    -0.066118   -0.0033705      0.14713      0.67342 GO_bp:go_oocyte_differentiation
GO_bp:go_interstrand_cross_l...          SET      49      0.16634    0.0084795      0.13883      0.11544 GO_bp:go_interstrand_cross_link_repair
GO_bp:go_regulation_of_stem_...3         SET      27     -0.19664   -0.0074452      0.20892      0.82669 GO_bp:go_regulation_of_stem_cell_population_maintenance
GO_bp:go_positive_regulation...808       SET      36     0.076174    0.0033295      0.15666       0.3134 GO_bp:go_positive_regulation_of_telomere_maintenance_via_telomere_lengthening
GO_bp:go_ganglioside_biosynt...          SET      11      0.32091    0.0077588      0.36305      0.18837 GO_bp:go_ganglioside_biosynthetic_process
GO_bp:go_positive_regulation...244       SET      13     -0.20261    -0.005325      0.31095      0.74266 GO_bp:go_positive_regulation_of_endoplasmic_reticulum_unfolded_protein_response
GO_bp:go_androgen_metabolic_...          SET      14      0.13105    0.0035743      0.32738      0.34447 GO_bp:go_androgen_metabolic_process
GO_bp:go_negative_regulation...220       SET      16    -0.048435   -0.0014121      0.28049      0.56855 GO_bp:go_negative_regulation_of_epidermis_development
GO_bp:go_indole_containing_c...3         SET      19     0.021381   0.00067923      0.26391      0.46772 GO_bp:go_indole_containing_compound_metabolic_process
GO_bp:go_negative_regulation...660       SET      55    -0.085271   -0.0046046      0.14541       0.7212 GO_bp:go_negative_regulation_of_t_cell_proliferation
GO_bp:go_regulation_of_t_cel...5         SET      27     -0.25561   -0.0096781      0.20378      0.89513 GO_bp:go_regulation_of_t_cell_cytokine_production
GO_bp:go_positive_regulation...98        SET      30    -0.086078   -0.0034351      0.20021      0.66638 GO_bp:go_positive_regulation_of_cartilage_development
GO_bp:go_muscle_atrophy                  SET      12      0.18329    0.0046283      0.28054      0.25678 GO_bp:go_muscle_atrophy
GO_bp:go_regulation_of_cellu...25        SET     110    -0.054004   -0.0041181      0.10034      0.70478 GO_bp:go_regulation_of_cellular_response_to_transforming_growth_factor_beta_stimulus
GO_bp:go_phosphatidylinosito...5         SET      21      0.43521     0.014535      0.20492     0.016851 GO_bp:go_phosphatidylinositol_dephosphorylation
GO_bp:go_digestive_system_pr...          SET      97   -0.0057714  -0.00041341      0.10979      0.52096 GO_bp:go_digestive_system_process
GO_bp:go_antigen_processing_...5         SET      65       0.2105     0.012354      0.11481     0.033372 GO_bp:go_antigen_processing_and_presentation_of_exogenous_peptide_antigen_via_mhc_class_i
GO_bp:go_negative_regulation...85        SET     727     -0.03303   -0.0063672     0.039735      0.79707 GO_bp:go_negative_regulation_of_catalytic_activity
GO_bp:go_cardiac_muscle_tiss...1         SET     201     0.040457      0.00416     0.079256      0.30487 GO_bp:go_cardiac_muscle_tissue_development
GO_bp:go_leukocyte_apoptotic...          SET     103    -0.026533   -0.0019582      0.10169      0.60292 GO_bp:go_leukocyte_apoptotic_process
GO_bp:go_negative_regulation...209       SET      25      0.28804     0.010495      0.23101      0.10623 GO_bp:go_negative_regulation_of_embryonic_development
GO_bp:go_peptidyl_glutamic_a...          SET      27       0.1267    0.0047971      0.20046      0.26368 GO_bp:go_peptidyl_glutamic_acid_modification
GO_bp:go_regulation_of_notch...          SET      93     0.083697     0.005871      0.11527       0.2339 GO_bp:go_regulation_of_notch_signaling_pathway
GO_bp:go_interferon_gamma_me...          SET      68      0.11774    0.0070672      0.12537      0.17382 GO_bp:go_interferon_gamma_mediated_signaling_pathway
GO_bp:go_positive_regulation...196       SET     121     -0.10622   -0.0084929     0.097455      0.86213 GO_bp:go_positive_regulation_of_cytokine_secretion
GO_bp:go_negative_regulation...399       SET      10     -0.70921    -0.016349      0.38517       0.9672 GO_bp:go_negative_regulation_of_mast_cell_activation
GO_bp:go_microtubule_bundle_...          SET      86      0.11936    0.0080526      0.11081      0.14073 GO_bp:go_microtubule_bundle_formation
GO_bp:go_negative_regulation...167       SET      83     -0.10407    -0.006898      0.11379      0.81978 GO_bp:go_negative_regulation_of_cysteine_type_endopeptidase_activity
GO_bp:go_embryonic_skeletal_...1         SET      14      0.38665     0.010545      0.28314     0.086049 GO_bp:go_embryonic_skeletal_joint_development
GO_bp:go_response_to_carbohy...          SET     217     0.071937    0.0076825     0.070728      0.15456 GO_bp:go_response_to_carbohydrate
GO_bp:go_organic_acid_transm...          SET     122     -0.11386    -0.009141     0.098469      0.87622 GO_bp:go_organic_acid_transmembrane_transport
GO_bp:go_regulation_of_prote...44        SET      61     0.019405    0.0011034      0.13522      0.44294 GO_bp:go_regulation_of_protein_maturation
GO_bp:go_monocarboxylic_acid...1         SET     185    -0.082662    -0.008158     0.077346       0.8574 GO_bp:go_monocarboxylic_acid_biosynthetic_process
GO_bp:go_columnar_cuboidal_e...1         SET      53      0.38327     0.020317      0.15088    0.0055448 GO_bp:go_columnar_cuboidal_epithelial_cell_development
GO_bp:go_positive_regulation...870       SET       9     0.057208    0.0012512      0.40045       0.4432 GO_bp:go_positive_regulation_of_vascular_permeability
GO_bp:go_ear_morphogenesis               SET     114      0.15819     0.012278      0.10639     0.068534 GO_bp:go_ear_morphogenesis
GO_bp:go_neuron_cell_cell_ad...          SET      13      0.75913     0.019952      0.33094     0.010906 GO_bp:go_neuron_cell_cell_adhesion
GO_bp:go_termination_of_rna_...2         SET      33    -0.029718   -0.0012437      0.16566      0.57118 GO_bp:go_termination_of_rna_polymerase_ii_transcription
GO_bp:go_synaptic_signaling              SET     680      0.15787     0.029471     0.042471   0.00010106 GO_bp:go_synaptic_signaling
