GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P	SYMBOL
ENSG00000146426	6	155153831	155578857	1926	241	613286	0.75865	0.22403	TIAM2
ENSG00000029639	6	155578643	155635627	299	28	612579	0.55384	0.28985	TFB1M
ENSG00000171217	6	155585147	155597682	79	15	617390	0.93341	0.1753	CLDN20
ENSG00000074771	6	155716504	155777037	297	78	603895	2.2471	0.012318	NOX3
ENSG00000049618	6	157099063	157531913	1517	142	608260	3.142	0.00083912	ARID1B
ENSG00000215712	6	157710418	157744633	103	24	611916	3.8834	5.1512e-05	TMEM242
ENSG00000175048	6	157802165	158099178	1458	122	615139	3.337	0.00042338	ZDHHC14
ENSG00000130340	6	158244296	158366109	496	34	617091	2.2299	0.012877	SNX9
ENSG00000078269	6	158402888	158520208	511	63	612369	0.63776	0.26181	SYNJ2
ENSG00000122335	6	158530536	158589312	162	31	611092	0.38124	0.35151	SERAC1
ENSG00000272047	6	158589384	158620376	94	19	613030	1.0616	0.14421	GTF2H5
ENSG00000130338	6	158733692	158932860	883	48	612622	3.3972	0.00034042	TULP4
ENSG00000146433	6	158957468	159056460	477	47	607625	0.99892	0.15892	TMEM181
ENSG00000214239	6	159047471	159049322	6	3	569685	-0.86645	0.80688	AL591025.1
ENSG00000146425	6	159057506	159065771	25	11	604099	1.4282	0.076619	DYNLT1
ENSG00000164674	6	159071046	159185908	545	74	614240	0.47171	0.31857	SYTL3
ENSG00000092820	6	159186773	159240444	270	22	604761	-0.29452	0.61582	EZR
ENSG00000203711	6	159290971	159331385	213	46	614059	-0.25978	0.60248	C6orf99
ENSG00000130363	6	159393903	159421219	178	10	623541	0.24418	0.40355	RSPH3
ENSG00000164691	6	159455500	159466184	59	13	608604	-1.4308	0.92375	TAGAP
ENSG00000164694	6	159590429	159693141	468	31	616432	-0.64803	0.74152	FNDC1
ENSG00000112096	6	160090089	160183561	359	34	612892	1.4591	0.072262	SOD2
ENSG00000146457	6	160146617	160177351	113	25	609945	1.466	0.071328	WTAP
ENSG00000120437	6	160181360	160200144	92	18	620272	1.3599	0.086931	ACAT2
ENSG00000120438	6	160199530	160210781	43	11	610200	1.2445	0.10666	TCP1
ENSG00000112110	6	160210844	160219468	52	8	620520	0.4845	0.31402	MRPL18
ENSG00000146453	6	160221298	160241736	86	23	609984	1.3343	0.091047	PNLDC1
ENSG00000130368	6	160327974	160329108	4	2	570896	1.9534	0.025387	MAS1
ENSG00000197081	6	160390131	160534539	510	76	611505	1.4478	0.07383	IGF2R
ENSG00000175003	6	160542821	160579750	147	42	614103	0.35389	0.36171	SLC22A1
ENSG00000112499	6	160592093	160698670	436	48	612370	0.054302	0.47835	SLC22A2
ENSG00000146477	6	160769300	160876014	398	49	598269	-0.54542	0.70727	SLC22A3
ENSG00000198670	6	160952515	161087407	405	49	595325	0.39747	0.34551	LPA
ENSG00000122194	6	161123270	161174347	220	36	601114	0.30606	0.37978	PLG
ENSG00000085511	6	161412759	161538417	475	44	616551	1.4229	0.077385	MAP3K4
ENSG00000026652	6	161551011	161695093	594	72	616545	1.2496	0.10573	AGPAT4
ENSG00000185345	6	161768452	163148803	6976	399	613808	2.1067	0.017573	PARK2
ENSG00000112530	6	163148164	163736524	2529	187	610705	1.5233	0.063837	PACRG
ENSG00000225683	6	163586446	163612840	131	26	616365	0.91077	0.18121	AL078585.1
ENSG00000112531	6	163835032	163999628	510	40	610922	3.099	0.00097087	QKI
ENSG00000112539	6	165693153	165723096	95	17	617564	-0.68743	0.75409	C6orf118
ENSG00000112541	6	165740776	166400091	3237	288	616487	0.92891	0.17647	PDE10A
ENSG00000256391	6	166307330	166309725	17	4	625519	-0.59949	0.72558	SDIM1
ENSG00000164458	6	166571144	166582188	59	12	620042	-1.4248	0.92289	T
ENSG00000176381	6	166719168	166721936	15	7	573413	1.7583	0.039351	PRR18
ENSG00000198818	6	166733216	166756079	89	19	593646	-0.024851	0.50991	SFT2D1
ENSG00000060762	6	166778407	166796486	39	9	601770	-0.48673	0.68678	MPC1
ENSG00000071242	6	166822852	167319939	2456	258	611565	1.1952	0.116	RPS6KA2
ENSG00000269048	6	166945369	166947709	9	6	597875	-1.3364	0.90929	Z98049.1
ENSG00000249141	6	167271582	167369612	409	63	609967	-1.2117	0.88719	RP11-514O12.4
ENSG00000026297	6	167342992	167370679	115	35	614897	0.3482	0.36384	RNASET2
ENSG00000213066	6	167412670	167466201	328	15	621121	-0.43016	0.66646	FGFR1OP
ENSG00000112486	6	167525295	167553184	123	29	615234	-0.19329	0.57663	CCR6
ENSG00000166984	6	167559902	167610401	180	40	618794	1.5917	0.055726	TCP10L2
ENSG00000120436	6	167569759	167571817	6	4	632802	0.16526	0.43437	GPR31
ENSG00000112494	6	167684657	167729507	314	48	610199	2.3917	0.0083842	UNC93A
ENSG00000120440	6	167738574	167772991	147	32	606987	1.3113	0.094884	TTLL2
ENSG00000203690	6	167770521	167797998	111	24	625162	1.6599	0.048464	TCP10
ENSG00000146521	6	168185217	168197539	82	20	621993	-0.91297	0.81937	C6orf123
ENSG00000269155	6	168196210	168198927	14	6	623958	-1.0159	0.84515	AL009178.1
ENSG00000130396	6	168227602	168372703	541	32	612922	-0.92835	0.82339	MLLT4
ENSG00000125337	6	168396921	168445769	291	43	622484	-1.8219	0.96577	KIF25
ENSG00000153303	6	168456425	168482237	172	33	613164	-0.49433	0.68946	FRMD1
ENSG00000164488	6	168693510	168720434	152	49	613742	-0.49837	0.69089	DACT2
ENSG00000112562	6	168841831	169073984	1174	126	615952	-0.16804	0.56672	SMOC2
ENSG00000186340	6	169615875	169654139	258	43	617419	-0.41776	0.66194	THBS2
ENSG00000184465	6	169857307	170102159	1107	50	617509	2.1078	0.017525	WDR27
ENSG00000185127	6	170102233	170106401	14	9	591261	1.3006	0.096693	C6orf120
ENSG00000130024	6	170104001	170124151	54	17	611178	2.6657	0.0038412	PHF10
ENSG00000184786	6	170140210	170151655	49	12	619283	0.93204	0.17566	TCTE3
ENSG00000130023	6	170151718	170181680	135	24	617973	2.6712	0.0037788	ERMARD
ENSG00000198719	6	170591294	170599561	32	13	608986	1.7417	0.040784	DLL1
ENSG00000112584	6	170599791	170716153	461	45	613294	0.070744	0.4718	FAM120B
ENSG00000008018	6	170844205	170862429	89	16	609917	0.83309	0.2024	PSMB1
ENSG00000112592	6	170863390	170881958	65	14	612631	1.283	0.099753	TBP
ENSG00000071994	6	170884383	170893780	42	13	604879	0.49098	0.31172	PDCD2
ENSG00000177706	7	192969	300711	464	66	617498	-0.60536	0.72753	FAM20C
ENSG00000249852	7	227554	229557	26	9	618516	0.86967	0.19224	AC145676.2
ENSG00000269396	7	302918	304070	2	1	528910	1.4721	0.070499	AC187652.1
ENSG00000197461	7	536895	559933	148	32	611129	0.43054	0.3334	PDGFA
ENSG00000188191	7	588834	767287	1035	102	601748	1.3755	0.084481	PRKAR1B
ENSG00000164818	7	766338	829190	373	37	605757	2.4844	0.0064881	HEATR2
ENSG00000164828	7	855528	936072	559	47	603228	3.1734	0.00075328	SUN1
ENSG00000239857	7	916189	936073	140	38	603607	2.9887	0.0014007	GET4
ENSG00000105963	7	937540	995043	396	78	602497	0.41654	0.33851	ADAP1
ENSG00000240230	7	938415	1015235	533	81	606548	0.23168	0.40839	COX19
ENSG00000073067	7	1022835	1029276	35	16	608550	0.84159	0.20001	CYP2W1
ENSG00000146540	7	1036622	1177896	996	60	609028	0.27178	0.39289	C7orf50
ENSG00000164849	7	1084212	1098897	142	26	609382	-0.43052	0.66659	GPR146
ENSG00000164850	7	1121844	1133451	82	28	602348	0.095648	0.4619	GPER1
ENSG00000178381	7	1191707	1200395	75	19	614917	0.98765	0.16166	ZFAND2A
ENSG00000164853	7	1272543	1276954	11	5	610291	-0.33018	0.62937	UNCX
ENSG00000164877	7	1468101	1499138	184	36	610190	-0.04424	0.51764	MICALL2
ENSG00000164880	7	1509913	1545489	191	19	598462	-0.26278	0.60364	INTS1
ENSG00000198517	7	1570350	1582679	60	16	604508	0.91782	0.17936	MAFK
ENSG00000164855	7	1581871	1600457	109	22	602728	0.14767	0.4413	TMEM184A
ENSG00000157778	7	1606966	1610641	19	5	588199	1.3109	0.094944	PSMG3
ENSG00000225968	7	1727755	1787590	263	37	597045	2.0441	0.02047	ELFN1
ENSG00000205971	7	1732446	1733961	6	3	612167	3.4803	0.00025044	AC074389.6
ENSG00000002822	7	1855429	2272878	2618	65	604788	4.4577	4.1413e-06	MAD1L1
ENSG00000176349	7	1878222	1889567	88	16	614320	6.0009	9.8096e-10	AC110781.3
ENSG00000122687	7	2273866	2281840	40	18	610404	-1.4429	0.92547	FTSJ2
ENSG00000106268	7	2281857	2290781	60	19	610060	-0.26794	0.60563	NUDT1
ENSG00000106266	7	2291405	2393953	435	69	601229	0.52258	0.30063	SNX8
ENSG00000106263	7	2393721	2420380	117	22	608304	0.81997	0.20612	EIF3B
ENSG00000136213	7	2443223	2474242	93	26	603420	0.5238	0.30021	CHST12
ENSG00000106003	7	2552163	2568811	68	30	612095	-1.1375	0.87233	LFNG
ENSG00000106009	7	2577511	2595361	113	23	611225	0.70225	0.24126	BRAT1
ENSG00000106012	7	2598632	2654368	352	43	614647	-0.41081	0.65939	IQCE
ENSG00000136295	7	2671585	2704436	142	45	608246	0.15065	0.44012	TTYH3
ENSG00000174945	7	2719156	2815134	648	72	609391	-0.1296	0.55156	AMZ1
ENSG00000146535	7	2767746	2883958	702	43	608960	-0.93641	0.82547	GNA12
ENSG00000198286	7	2945775	3083579	888	137	607351	3.2238	0.00063255	CARD11
ENSG00000217455	7	3179868	3214287	278	40	614682	1.2248	0.11032	AC091801.1
ENSG00000146555	7	3341080	4308632	5873	184	604426	6.5133	3.6768e-11	SDK1
ENSG00000164916	7	4683388	4811074	606	109	600279	-0.084605	0.53371	FOXK1
ENSG00000242802	7	4815253	4833943	146	22	612952	1.0852	0.13891	AP5Z1
ENSG00000157927	7	4836686	4923350	500	57	616578	0.3243	0.37286	RADIL
ENSG00000218823	7	4897364	4901625	22	8	609416	-0.63283	0.73658	PAPOLB
ENSG00000136297	7	4945620	4998844	275	35	609208	-0.93639	0.82546	MMD2
ENSG00000272968	7	5023349	5112852	507	38	610524	-2.1621	0.98469	RBAK-RBAKDN
ENSG00000146587	7	5085452	5109119	117	24	615624	-1.8192	0.96556	RBAK
ENSG00000157954	7	5229819	5273457	268	38	603425	2.2406	0.012527	WIPI2
ENSG00000164638	7	5314000	5346501	214	45	612121	1.5756	0.057564	SLC29A4
ENSG00000182095	7	5346421	5465045	637	101	611260	1.0288	0.15178	TNRC18
ENSG00000155034	7	5470966	5553429	529	64	611130	1.4497	0.073564	FBXL18
ENSG00000075624	7	5566782	5603415	185	56	607557	1.8734	0.030505	ACTB
ENSG00000075618	7	5632439	5646286	67	18	618305	0.5588	0.28815	FSCN1
ENSG00000011275	7	5659678	5821370	774	43	615013	-0.015421	0.50615	RNF216
ENSG00000122543	7	5919458	5925993	43	13	613413	-1.1973	0.88441	OCM
ENSG00000122674	7	5938356	5965605	50	19	609448	-1.2667	0.89738	CCZ1
ENSG00000155026	7	5965181	6010314	9	6	604219	0.2197	0.41305	RSPH10B
ENSG00000122512	7	6012870	6048756	145	32	618669	-0.2451	0.59681	PMS2
ENSG00000106305	7	6048876	6063465	96	25	620925	-0.03514	0.51402	AIMP2
ENSG00000086232	7	6061881	6098861	200	34	613218	0.10603	0.45778	EIF2AK1
ENSG00000157999	7	6071007	6076017	26	12	590585	0.2809	0.38939	ANKRD61
ENSG00000106346	7	6144515	6201195	268	32	612901	-0.80627	0.78996	USP42
ENSG00000008256	7	6201407	6312275	399	43	604337	-1.1597	0.87692	CYTH3
ENSG00000178397	7	6369040	6388612	112	32	612509	-1.0787	0.85965	FAM220A
ENSG00000136238	7	6414154	6443608	188	39	613837	-1.2202	0.88881	RAC1
ENSG00000164535	7	6448757	6523821	421	56	611938	-0.90539	0.81737	DAGLB
ENSG00000136240	7	6485584	6523873	187	44	618438	-0.81888	0.79357	KDELR2
ENSG00000269781	7	6522922	6524873	6	4	612167	1.1096	0.13358	FLJ20306
ENSG00000215045	7	6537093	6591067	242	63	609348	1.1297	0.12929	GRID2IP
ENSG00000136247	7	6617065	6629005	44	10	613800	3.3401	0.0004188	ZDHHC4
ENSG00000146576	7	6629648	6648357	89	17	612592	1.7481	0.040225	C7orf26
ENSG00000236609	7	6655248	6663921	34	11	627198	2.789	0.0026433	ZNF853
ENSG00000198580	7	6713376	6715991	16	7	616123	0.90852	0.1818	AC073343.1
ENSG00000164631	7	6728064	6746554	66	23	613454	0.41512	0.33903	ZNF12
ENSG00000169402	7	6793740	6838996	4	2	552400	0.46167	0.32216	RSPH10B2
ENSG00000146574	7	6833765	6866401	35	12	611947	0.05518	0.478	CCZ1B
ENSG00000106392	7	7196565	7288282	605	41	614029	0.49039	0.31193	C1GALT1
ENSG00000215018	7	7395834	7575484	960	44	617033	-0.29196	0.61484	COL28A1
ENSG00000164654	7	7606503	7648560	222	34	608782	0.05145	0.47948	MIOS
ENSG00000106399	7	7676149	7758238	363	30	616428	-0.94452	0.82755	RPA3
ENSG00000219545	7	7680342	8043689	2068	205	615237	-0.85976	0.80504	RPA3-AS1
ENSG00000106415	7	8008425	8133902	624	40	602014	-0.1829	0.57256	GLCCI1
ENSG00000003147	7	8152814	8302317	792	113	616093	4.2586	1.0287e-05	ICA1
ENSG00000122584	7	8473585	8792593	1859	121	613261	2.676	0.0037248	NXPH1
ENSG00000189043	7	10971578	10979883	39	14	619610	1.7457	0.04043	NDUFA4
ENSG00000106443	7	11013499	11209250	693	42	613390	1.9744	0.024165	PHF14
ENSG00000005108	7	11409984	11871824	2637	188	610419	0.09002	0.46414	THSD7A
ENSG00000106460	7	12250867	12282993	241	18	614712	4.0324	2.7609e-05	TMEM106B
ENSG00000146530	7	12370511	12443567	403	34	616747	0.55002	0.29115	VWDE
ENSG00000006747	7	12610203	12693228	452	72	609492	-0.038051	0.51518	SCIN
ENSG00000122644	7	12726481	12730559	25	12	609939	0.47856	0.31613	ARL4A
ENSG00000006468	7	13930853	14031050	585	80	604534	-0.084197	0.53355	ETV1
ENSG00000136267	7	14184674	15014402	4087	233	609585	2.203	0.013798	DGKB
ENSG00000187546	7	15239943	15601640	1685	129	609394	0.072489	0.47111	AGMO
ENSG00000106511	7	15650837	15726437	357	48	611474	1.722	0.042533	MEOX2
ENSG00000214960	7	16130817	16460947	1531	72	608102	1.31	0.095091	ISPD
ENSG00000171243	7	16501106	16570205	369	51	614386	0.07126	0.4716	SOSTDC1
ENSG00000205858	7	16566505	16621193	281	48	611102	-0.015458	0.50617	LRRC72
ENSG00000106524	7	16639401	16685442	255	38	610814	1.2531	0.10508	ANKMY2
ENSG00000136261	7	16685756	16746148	274	40	611170	-0.53517	0.70373	BZW2
ENSG00000106537	7	16793160	16824161	167	33	612730	0.21289	0.4157	TSPAN13
ENSG00000106541	7	16831435	16873057	275	28	614713	-1.5563	0.94019	AGR2
ENSG00000173467	7	16899029	16921611	123	29	595867	-0.24343	0.59617	AGR3
ENSG00000106546	7	17338246	17385776	96	38	593125	-0.43992	0.67	AHR
ENSG00000071189	7	17830385	17980124	455	35	608746	1.0529	0.1462	SNX13
ENSG00000229937	7	18066405	18067486	3	2	610563	1.9629	0.024831	PRPS1L1
ENSG00000048052	7	18126572	19042039	3491	265	609169	1.945	0.025889	HDAC9
ENSG00000122691	7	19060614	19157295	377	43	613697	-0.34073	0.63335	TWIST1
ENSG00000146618	7	19184405	19185044	1	1	501723	-0.69988	0.758	FERD3L
ENSG00000105849	7	19735085	19748710	51	14	613192	3.0493	0.0011467	TWISTNB
ENSG00000173452	7	19758933	19813221	254	25	614969	0.49081	0.31178	TMEM196
ENSG00000183742	7	20174278	20257027	351	41	601540	0.15762	0.43738	MACC1
ENSG00000105855	7	20370325	20455377	404	32	616462	-1.1	0.86434	ITGB8
ENSG00000004846	7	20654830	20816658	749	73	612439	1.3986	0.080969	ABCB5
ENSG00000164651	7	20823906	20826505	4	2	585170	2.8686	0.0020616	SP8
ENSG00000105866	7	21467652	21554440	426	47	610127	2.8257	0.0023589	SP4
ENSG00000105877	7	21582833	21941457	2196	176	613431	0.40074	0.3443	DNAH11
ENSG00000164649	7	21940518	21985702	236	53	599672	-1.2715	0.89823	CDCA7L
ENSG00000136237	7	22157856	22396763	1019	74	613876	-0.82941	0.79656	RAPGEF5
ENSG00000105889	7	22459063	22672544	874	102	613878	1.126	0.13009	STEAP1B
ENSG00000136244	7	22765503	22771621	26	9	625104	-1.2876	0.90107	IL6
ENSG00000196683	7	22852251	22862470	75	12	623402	-1.4099	0.92071	TOMM7
ENSG00000122591	7	22980878	23053749	296	29	609643	0.48996	0.31208	FAM126A
ENSG00000122550	7	23145353	23217533	310	24	609227	1.084	0.13918	KLHL7
ENSG00000214871	7	23210760	23234503	102	16	608327	0.21641	0.41434	AC005082.1
ENSG00000136243	7	23221446	23240630	85	13	612284	0.3366	0.36821	NUPL2
ENSG00000136235	7	23275586	23314727	179	12	588944	-0.93546	0.82522	GPNMB
ENSG00000156928	7	23338358	23351348	54	16	597672	-0.42986	0.66635	MALSU1
ENSG00000136231	7	23349828	23510086	587	95	606513	-0.63734	0.73805	IGF2BP3
ENSG00000164548	7	23544399	23571660	87	32	605473	0.018315	0.49269	TRA2A
ENSG00000169193	7	23636998	23684327	135	33	607596	0.21547	0.4147	CCDC126
ENSG00000188732	7	23719749	23742868	113	27	610027	0.22716	0.41015	FAM221A
ENSG00000196335	7	23749786	23872132	599	44	612655	1.2147	0.11224	STK31
ENSG00000122585	7	24323782	24331484	47	15	612998	-0.42746	0.66548	NPY
ENSG00000105926	7	24612887	24733812	496	20	613500	3.1522	0.00081033	MPP6
ENSG00000105928	7	24737972	24809244	358	34	617014	2.5843	0.0048786	DFNA5
ENSG00000070882	7	24836158	25021253	839	99	611550	1.0787	0.14036	OSBPL3
ENSG00000172115	7	25159710	25164980	18	10	604199	-1.2524	0.89479	CYCS
ENSG00000153790	7	25174316	25219975	271	21	612503	-0.91399	0.81964	C7orf31
ENSG00000105954	7	25264189	25268105	30	9	624548	-1.2214	0.88904	NPVF
ENSG00000050344	7	26191860	26226745	113	22	614625	0.60733	0.27182	NFE2L3
ENSG00000122566	7	26229547	26241149	47	20	598430	-0.064937	0.52589	HNRNPA2B1
ENSG00000122565	7	26240782	26252976	47	16	598732	-0.3512	0.63728	CBX3
ENSG00000086300	7	26331541	26413949	386	52	612277	2.6208	0.0043862	SNX10
ENSG00000122548	7	26572740	26578407	39	12	613004	-0.57643	0.71784	KIAA0087
ENSG00000222004	7	26677490	26686889	40	9	608564	1.7941	0.036395	C7orf71
ENSG00000005020	7	26706681	27034858	1127	40	610826	-0.32098	0.62589	SKAP2
ENSG00000105991	7	27132612	27135615	8	5	624463	-0.24405	0.5964	HOXA1
ENSG00000105996	7	27139721	27142430	6	3	601047	0.3588	0.35987	HOXA2
ENSG00000105997	7	27145803	27192200	152	30	610927	-0.32653	0.62799	HOXA3
ENSG00000197576	7	27168126	27170418	10	2	627092	0.14107	0.44391	HOXA4
ENSG00000106004	7	27180671	27183287	8	4	608986	0.32038	0.37434	HOXA5
ENSG00000106006	7	27185015	27190222	24	8	597491	-0.75217	0.77402	HOXA6
ENSG00000122592	7	27193335	27197555	18	10	597875	0.17184	0.43178	HOXA7
ENSG00000078399	7	27202054	27210117	31	16	593603	-2.3757	0.99124	HOXA9
ENSG00000257184	7	27203154	27219632	52	25	595596	-2.176	0.98522	RP1-170O19.20
ENSG00000253293	7	27210210	27219880	24	14	597548	-1.1273	0.87019	HOXA10
ENSG00000005073	7	27221129	27224842	12	7	616925	-0.2202	0.58714	HOXA11
ENSG00000106031	7	27233122	27239725	17	8	610387	-1.1872	0.88243	HOXA13
ENSG00000106038	7	27282164	27290112	20	9	609895	0.41147	0.34036	EVX1
ENSG00000106049	7	27565061	27702614	611	33	609580	0.2085	0.41742	HIBADH
ENSG00000106052	7	27778950	27884183	322	39	615488	0.94884	0.17135	TAX1BP1
ENSG00000153814	7	27870192	28220362	1496	138	613835	2.2573	0.011993	JAZF1
ENSG00000146592	7	28338940	28865511	2305	232	612215	1.4217	0.07756	CREB5
ENSG00000106066	7	29034847	29235067	983	115	612540	1.4827	0.069083	CPVL
ENSG00000106069	7	29161890	29553944	1800	183	612440	0.26123	0.39696	CHN2
ENSG00000176532	7	29603427	29606911	17	9	621594	-0.27606	0.60875	PRR15
ENSG00000122574	7	29846102	29956682	498	61	610175	0.031403	0.48747	WIPF3
ENSG00000136193	7	29959719	30029905	227	35	616813	0.67931	0.24847	SCRN1
ENSG00000106080	7	30050203	30066300	45	14	612971	-0.24353	0.5962	FKBP14
ENSG00000106086	7	30067020	30170096	318	25	614430	-0.056038	0.52234	PLEKHA8
ENSG00000180354	7	30174426	30202378	130	29	617444	0.56667	0.28547	MTURN
ENSG00000180233	7	30323923	30452118	367	66	612875	2.1114	0.017368	ZNRF2
ENSG00000106100	7	30464143	30518400	172	34	611541	1.1999	0.11508	NOD1
ENSG00000006625	7	30536237	30591095	183	28	620941	-0.14676	0.55834	GGCT
ENSG00000106105	7	30634297	30673649	140	26	617888	0.35312	0.362	GARS
ENSG00000106113	7	30692200	30739745	179	46	616382	-1.0231	0.84688	CRHR2
ENSG00000241644	7	30737601	30797218	298	50	613458	-0.52796	0.70124	INMT
ENSG00000254959	7	30791753	30931696	662	49	620354	-0.86002	0.80511	INMT-FAM188B
ENSG00000106125	7	30811033	30932002	561	44	619656	-0.787	0.78436	FAM188B
ENSG00000250424	7	30893010	30963427	291	58	612541	-0.063547	0.52533	AQP1
ENSG00000240583	7	30893010	30965131	298	63	612378	0.073461	0.47072	AQP1
ENSG00000106128	7	30978284	31032869	272	55	616872	1.3425	0.089722	GHRHR
ENSG00000078549	7	31092076	31151089	237	64	608063	-0.41448	0.66074	ADCYAP1R1
ENSG00000164600	7	31377075	31380508	9	5	610563	1.1858	0.11785	NEUROD6
ENSG00000180347	7	31553704	31698334	588	53	610575	1.7423	0.040724	CCDC129
ENSG00000106341	7	31726329	31748069	91	25	612073	-0.27536	0.60848	PPP1R17
ENSG00000154678	7	31790793	32338941	2586	179	617093	3.6504	0.00013089	PDE1C
ENSG00000106355	7	32524951	32534895	51	11	611545	0.66451	0.25318	LSM5
ENSG00000105778	7	32535038	33078516	2133	69	613235	1.0082	0.15667	AVL9
ENSG00000170852	7	32907784	32933743	74	17	610791	0.53066	0.29783	KBTBD2
ENSG00000122642	7	32997017	33046543	187	42	608986	0.1427	0.44327	FKBP9
ENSG00000122643	7	33053742	33102409	225	22	617556	0.84976	0.19773	NT5C3A
ENSG00000164610	7	33134409	33149013	72	14	589544	0.95663	0.16938	RP9
ENSG00000122507	7	33168856	33645680	2010	87	613272	-0.19546	0.57748	BBS9
ENSG00000173862	7	33765593	33768068	11	6	614821	0.0066285	0.49736	RP11-89N17.1
ENSG00000164619	7	33944523	34195484	829	102	607895	-0.58143	0.71953	BMPER
ENSG00000214841	7	34685709	34699772	76	19	614244	0.80747	0.2097	AC005493.1
ENSG00000187258	7	34697851	34917944	1055	73	613381	-1.7274	0.95795	NPSR1
ENSG00000173852	7	34968488	35077883	468	29	615103	-0.80933	0.79084	DPY19L1
ENSG00000164532	7	35242042	35293758	145	14	618494	0.81533	0.20744	TBX20
ENSG00000122557	7	35672269	35735181	204	34	613286	-0.71602	0.76301	HERPUD2
ENSG00000122545	7	35840542	35944917	355	33	595805	-0.44956	0.67349	SEPT7
ENSG00000205745	7	36118694	36125346	37	15	613747	0.66689	0.25242	PP13004
ENSG00000122547	7	36192758	36341152	656	70	615676	-1.3617	0.91336	EEPD1
ENSG00000164542	7	36363830	36429734	227	43	614662	-0.67284	0.74948	KIAA0895
ENSG00000011426	7	36429415	36493400	257	37	618361	-1.3186	0.90635	ANLN
ENSG00000136250	7	36552456	36764154	866	95	612950	0.27698	0.3909	AOAH
ENSG00000155849	7	36893961	37488852	2666	194	610215	2.4039	0.0081098	ELMO1
ENSG00000187037	7	37723399	37873390	641	52	619550	-0.75652	0.77533	GPR141
ENSG00000086289	7	37723446	37991543	1366	88	618371	-1.6525	0.95078	EPDR1
ENSG00000086288	7	37888199	37940003	314	41	618138	-2.029	0.97877	NME8
ENSG00000106483	7	37945543	38065297	642	76	613663	-0.44345	0.67128	SFRP4
ENSG00000010270	7	38217824	38270272	196	31	619943	-0.49356	0.68919	STARD3NL
ENSG00000078053	7	38423305	38671167	1368	90	616947	0.18145	0.42801	AMPH
ENSG00000164556	7	38724946	38726637	8	4	632802	1.096	0.13653	FAM183B
ENSG00000006715	7	38762563	38971994	933	42	613511	-0.39822	0.65477	VPS41
ENSG00000106536	7	39017598	39532694	2030	103	613093	3.4636	0.00026647	POU6F2
ENSG00000241127	7	39605975	39649919	205	34	617263	0.63951	0.26125	YAE1D1
ENSG00000006451	7	39663082	39747723	252	36	614848	1.1606	0.1229	RALA
ENSG00000065883	7	39989636	40136733	481	45	600876	1.6265	0.051918	CDK13
ENSG00000168303	7	40165622	40174258	17	8	609394	0.4322	0.3328	MPLKIP
ENSG00000175600	7	40174575	40900362	2096	171	604840	-0.61748	0.73154	SUGCT
ENSG00000122641	7	41724712	41742706	32	14	605988	0.79309	0.21386	INHBA
ENSG00000106571	7	42000548	42277469	1258	144	608763	0.40498	0.34275	GLI3
ENSG00000136197	7	42948325	42951904	16	5	613156	0.53107	0.29769	C7orf25
ENSG00000256646	7	42948872	42971773	70	9	612521	1.1599	0.12305	PSMA2
ENSG00000106588	7	42956460	42971822	43	8	615959	1.2584	0.10412	PSMA2
ENSG00000106591	7	42971799	42988557	68	13	618513	1.2583	0.10414	MRPL32
ENSG00000002746	7	43152198	43605600	1961	171	609917	1.3428	0.089676	HECW1
ENSG00000164543	7	43622357	43666385	186	21	615224	2.6808	0.0036723	STK17A
ENSG00000106603	7	43648055	43769316	460	27	614529	2.0379	0.020778	COA1
ENSG00000106605	7	43798279	43846939	136	32	607884	1.822	0.034226	BLVRA
ENSG00000062582	7	43906157	43909492	9	5	590724	2.2261	0.013005	MRPS24
ENSG00000270617	7	43906157	43946188	144	32	604808	2.3264	0.0099974	URGCP-MRPS24
ENSG00000106608	7	43915493	43966010	188	33	611885	2.3041	0.010608	URGCP
ENSG00000078967	7	43966037	43995735	115	27	615071	2.6428	0.0041114	UBE2D4
ENSG00000136206	7	44040488	44049721	10	6	565186	0.82323	0.20519	SPDYE1
ENSG00000136279	7	44084239	44109055	111	19	609883	4.4859	3.63e-06	DBNL
ENSG00000164708	7	44102326	44105186	13	4	609362	3.7175	0.00010059	PGAM2
ENSG00000122678	7	44111846	44122139	40	13	599200	3.76	8.4949e-05	POLM
ENSG00000106624	7	44143960	44154161	37	14	623776	-0.73221	0.76798	AEBP1
ENSG00000106628	7	44154286	44163957	32	14	614928	-0.66551	0.74714	POLD2
ENSG00000106631	7	44178463	44180931	14	7	618674	-0.49695	0.69039	MYL7
ENSG00000106633	7	44183872	44237769	228	54	609524	0.17957	0.42875	GCK
ENSG00000106636	7	44240567	44253893	43	14	619053	1.268	0.10239	YKT6
ENSG00000058404	7	44256749	44374176	410	46	616358	1.1051	0.13455	CAMK2B
ENSG00000015676	7	44418720	44530479	347	22	608926	-0.63913	0.73863	NUDCD3
ENSG00000015520	7	44552134	44580914	92	23	608350	-0.80181	0.78867	NPC1L1
ENSG00000136271	7	44605016	44614650	59	19	593242	0.9008	0.18385	DDX56
ENSG00000158604	7	44617493	44621886	19	7	615751	0.44822	0.327	TMED4
ENSG00000105953	7	44646171	44748665	323	42	612196	0.71242	0.2381	OGDH
ENSG00000122515	7	44788180	44809477	59	23	602957	0.23044	0.40887	ZMIZ2
