# MEAN_SAMPLE_SIZE = 19873
# TOTAL_GENES = 18912
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
VARIABLE                                TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
Curated_gene_sets:reactome_p...59        SET      33     0.072262     0.003016       0.1554      0.32096 Curated_gene_sets:reactome_plasma_lipoprotein_clearance
Curated_gene_sets:reactome_v...17        SET       6      0.10716    0.0019084       0.3756      0.38771 Curated_gene_sets:reactome_vldl_clearance
Curated_gene_sets:reactome_h...5         SET      10      0.16684    0.0038355      0.29064      0.28297 Curated_gene_sets:reactome_hdl_remodeling
Curated_gene_sets:reactome_p...30        SET       6      -0.4203   -0.0074854      0.45891      0.82013 Curated_gene_sets:reactome_phenylalanine_metabolism
Curated_gene_sets:reactome_g...47        SET      13      0.22918    0.0060067      0.22889      0.15835 Curated_gene_sets:reactome_glutamate_and_glutamine_metabolism
Curated_gene_sets:reactome_l...11        SET       6       0.6484     0.011548      0.39097     0.048622 Curated_gene_sets:reactome_lipid_particle_organization
Curated_gene_sets:reactome_g...14        SET      19     -0.14975   -0.0047444      0.21194      0.76008 Curated_gene_sets:reactome_g_beta:gamma_signalling_through_cdc42
Curated_gene_sets:reactome_f...4         SET     169    -0.083912    -0.007897     0.075037      0.86827 Curated_gene_sets:reactome_fatty_acid_metabolism
Curated_gene_sets:reactome_m...32        SET      19     0.066481    0.0021062      0.22269      0.38265 Curated_gene_sets:reactome_metabolism_of_cofactors
Curated_gene_sets:reactome_t...113       SET      35    -0.098555    -0.004236      0.16659      0.72294 Curated_gene_sets:reactome_triglyceride_metabolism
Curated_gene_sets:reactome_g...55        SET      24      0.20868    0.0074295      0.18626      0.13128 Curated_gene_sets:reactome_glycogen_metabolism
Curated_gene_sets:reactome_i...37        SET      13     -0.44156    -0.011573      0.29118      0.93529 Curated_gene_sets:reactome_interleukin_15_signaling
Curated_gene_sets:reactome_o...5         SET       8      0.34966    0.0071903      0.37959      0.17849 Curated_gene_sets:reactome_oas_antiviral_response
Curated_gene_sets:reactome_i...49        SET      12     -0.25946   -0.0065338      0.28934      0.81506 Curated_gene_sets:reactome_interleukin_35_signalling
Curated_gene_sets:reactome_i...57        SET       7     -0.39211   -0.0075426      0.46118       0.8024 Curated_gene_sets:reactome_interleukin_9_signaling
Curated_gene_sets:reactome_t...76        SET      58    0.0059157   0.00032711      0.13011      0.48187 Curated_gene_sets:reactome_transcriptional_regulation_by_mecp2
Curated_gene_sets:reactome_p...21        SET      11    -0.011357  -0.00027382      0.29108      0.51556 Curated_gene_sets:reactome_pervasive_developmental_disorders
Curated_gene_sets:reactome_s...75        SET      25    -0.030033   -0.0010913      0.17699      0.56737 Curated_gene_sets:reactome_signaling_by_ntrk2_trkb
Curated_gene_sets:reactome_s...42        SET      25     -0.29813    -0.010833      0.19359      0.93821 Curated_gene_sets:reactome_signaling_by_erythropoietin
Curated_gene_sets:reactome_i...25        SET      28    0.0069582   0.00026755      0.16177      0.48285 Curated_gene_sets:reactome_integrin_signaling
Curated_gene_sets:reactome_i...62        SET     295     0.061832    0.0076621     0.054064      0.12639 Curated_gene_sets:reactome_intracellular_signaling_by_second_messengers
Curated_gene_sets:reactome_s...65        SET      54     0.056755    0.0030285      0.12347      0.32288 Curated_gene_sets:reactome_signaling_by_non_receptor_tyrosine_kinases
Curated_gene_sets:reactome_s...78        SET     240      0.14363     0.016078      0.06284     0.011143 Curated_gene_sets:reactome_signaling_by_nuclear_receptors
Curated_gene_sets:reactome_s...81        SET     458    -0.020738   -0.0031881     0.044269      0.68027 Curated_gene_sets:reactome_signaling_by_receptor_tyrosine_kinases
Curated_gene_sets:reactome_s...86        SET      99     0.075674    0.0054609     0.099106      0.22257 Curated_gene_sets:reactome_signaling_by_tgf_beta_family_members
Curated_gene_sets:reactome_r...4         SET     113      0.12563    0.0096824      0.08339     0.065969 Curated_gene_sets:reactome_rab_regulation_of_trafficking
Curated_gene_sets:reactome_i...51        SET      22     -0.21948   -0.0074817      0.20813      0.85417 Curated_gene_sets:reactome_interleukin_37_signaling
Curated_gene_sets:reactome_e...46        SET      76      0.08561    0.0054163      0.11152      0.22134 Curated_gene_sets:reactome_extra_nuclear_estrogen_signaling
Curated_gene_sets:reactome_e...25        SET      20      0.28629    0.0093054      0.17039     0.046462 Curated_gene_sets:reactome_er_quality_control_compartment_erqc
Curated_gene_sets:reactome_r...28        SET     162     0.019542    0.0018009     0.066487      0.38441 Curated_gene_sets:reactome_regulation_of_expression_of_slits_and_robos
Curated_gene_sets:reactome_r...117       SET       9     0.059688    0.0013018      0.34919      0.43214 Curated_gene_sets:reactome_robo_receptors_bind_akap5
Curated_gene_sets:reactome_i...39        SET       8     -0.42662   -0.0087728      0.32497      0.90536 Curated_gene_sets:reactome_interleukin_18_signaling
Curated_gene_sets:reactome_n...60        SET      25     -0.05436   -0.0019752      0.17439      0.62237 Curated_gene_sets:reactome_notch3_activation_and_transmission_of_signal_to_the_nucleus
Curated_gene_sets:reactome_n...61        SET      24    -0.079582   -0.0028333      0.20239      0.65291 Curated_gene_sets:reactome_notch3_intracellular_domain_regulates_transcription
Curated_gene_sets:reactome_n...63        SET      18     0.061365    0.0018923      0.23893      0.39866 Curated_gene_sets:reactome_notch4_intracellular_domain_regulates_transcription
Curated_gene_sets:reactome_n...62        SET      10     -0.27704    -0.006369      0.28333       0.8359 Curated_gene_sets:reactome_notch4_activation_and_transmission_of_signal_to_the_nucleus
Curated_gene_sets:reactome_t...35        SET       6     0.020398   0.00036328      0.42642      0.48092 Curated_gene_sets:reactome_tlr3_mediated_ticam1_dependent_programmed_cell_death
Curated_gene_sets:reactome_t...30        SET      12     -0.10414   -0.0026225      0.22786      0.67618 Curated_gene_sets:reactome_ticam1_dependent_activation_of_irf3_irf7
Curated_gene_sets:reactome_t...32        SET      10     0.080398    0.0018483      0.28084      0.38734 Curated_gene_sets:reactome_ticam1_traf6_dependent_induction_of_tak1_complex
Curated_gene_sets:reactome_i...50        SET       7     0.055158     0.001061      0.52491      0.45816 Curated_gene_sets:reactome_interleukin_36_pathway
Curated_gene_sets:reactome_n...51        SET       8     -0.38862   -0.0079913      0.28986      0.90999 Curated_gene_sets:reactome_noncanonical_activation_of_notch3
Curated_gene_sets:reactome_e...39        SET     129      0.19583     0.016118     0.086212     0.011566 Curated_gene_sets:reactome_estrogen_dependent_gene_expression
Curated_gene_sets:reactome_b...25        SET      19    -0.090568   -0.0028693      0.23623      0.64928 Curated_gene_sets:reactome_biosynthesis_of_specialized_proresolving_mediators_spms
Curated_gene_sets:reactome_b...22        SET       6     -0.58249    -0.010374       0.4398      0.90731 Curated_gene_sets:reactome_biosynthesis_of_epa_derived_spms
Curated_gene_sets:reactome_b...24        SET       8      0.31923    0.0065644      0.35088      0.18147 Curated_gene_sets:reactome_biosynthesis_of_maresins
Curated_gene_sets:reactome_b...21        SET       5      -0.7656    -0.012447       0.4859      0.94244 Curated_gene_sets:reactome_biosynthesis_of_e_series_18_s_resolvins
Curated_gene_sets:reactome_i...48        SET      11    -0.009259  -0.00022324        0.302      0.51223 Curated_gene_sets:reactome_interleukin_2_signaling
Curated_gene_sets:reactome_i...36        SET      43      0.10112    0.0048165      0.13279      0.22318 Curated_gene_sets:reactome_interleukin_12_signaling
Curated_gene_sets:reactome_i...42        SET      98      0.10881    0.0078128     0.084956      0.10014 Curated_gene_sets:reactome_interleukin_1_signaling
Curated_gene_sets:reactome_i...45        SET       9       -0.318   -0.0069356      0.28027      0.87172 Curated_gene_sets:reactome_interleukin_23_signaling
Curated_gene_sets:reactome_i...46        SET      11     -0.11701   -0.0028211      0.26839      0.66856 Curated_gene_sets:reactome_interleukin_27_signaling
Curated_gene_sets:reactome_i...44        SET       9     -0.34935   -0.0076194       0.3836      0.81877 Curated_gene_sets:reactome_interleukin_21_signaling
Curated_gene_sets:reactome_l...16        SET       5     -0.66225    -0.010767      0.40757       0.9479 Curated_gene_sets:reactome_loss_of_mecp2_binding_ability_to_the_ncor_smrt_complex
Curated_gene_sets:reactome_r...46        SET      29     -0.13904   -0.0054405      0.17797      0.78267 Curated_gene_sets:reactome_regulation_of_mecp2_expression_and_activity
Curated_gene_sets:reactome_m...11        SET      17       0.3019    0.0090476      0.25973      0.12255 Curated_gene_sets:reactome_mecp2_regulates_neuronal_receptors_and_channels
Curated_gene_sets:reactome_m...13        SET       7      0.55365      0.01065      0.45474      0.11171 Curated_gene_sets:reactome_mecp2_regulates_transcription_of_neuronal_ligands
Curated_gene_sets:reactome_m...12        SET       4     -0.11467   -0.0016676      0.59793      0.57604 Curated_gene_sets:reactome_mecp2_regulates_transcription_factors
Curated_gene_sets:reactome_a...18        SET       9    -0.073267    -0.001598      0.25575      0.61274 Curated_gene_sets:reactome_activated_ntrk2_signals_through_ras
Curated_gene_sets:reactome_e...32        SET      12     -0.59143    -0.014893      0.31178      0.97107 Curated_gene_sets:reactome_erythropoietin_activates_phosphoinositide_3_kinase_pi3k
Curated_gene_sets:reactome_e...33        SET       7   -0.0088943  -0.00017109      0.37176      0.50954 Curated_gene_sets:reactome_erythropoietin_activates_phospholipase_c_gamma_plcg
Curated_gene_sets:reactome_e...35        SET       7      -0.5361    -0.010312      0.41464      0.90198 Curated_gene_sets:reactome_erythropoietin_activates_stat5
Curated_gene_sets:reactome_e...34        SET      14     -0.36299   -0.0098727      0.24347      0.93199 Curated_gene_sets:reactome_erythropoietin_activates_ras
Curated_gene_sets:reactome_b...23        SET       6      0.50361     0.008969      0.39291     0.099973 Curated_gene_sets:reactome_biosynthesis_of_maresin_like_spms
Curated_gene_sets:reactome_a...17        SET       7      0.12548    0.0024136      0.33412      0.35363 Curated_gene_sets:reactome_activated_ntrk2_signals_through_pi3k
Curated_gene_sets:reactome_a...15        SET      11      0.18363    0.0044274      0.24753       0.2291 Curated_gene_sets:reactome_activated_ntrk2_signals_through_frs2_and_frs3
Curated_gene_sets:reactome_a...16        SET       7      0.79298     0.015254      0.40247     0.024411 Curated_gene_sets:reactome_activated_ntrk2_signals_through_fyn
Curated_gene_sets:reactome_n...68        SET       5       1.2824     0.020849      0.46975    0.0031713 Curated_gene_sets:reactome_ntrk2_activates_rac1
Curated_gene_sets:reactome_a...14        SET       6      0.32188    0.0057325      0.38832      0.20358 Curated_gene_sets:reactome_activated_ntrk2_signals_through_cdk5
Curated_gene_sets:reactome_p...20        SET      62     0.055002    0.0031442      0.11157      0.31101 Curated_gene_sets:reactome_peroxisomal_protein_import
Curated_gene_sets:reactome_t...125       SET       7     -0.18669   -0.0035912      0.31549      0.72299 Curated_gene_sets:reactome_tysnd1_cleaves_peroxisomal_proteins
Curated_gene_sets:reactome_b...28        SET      21     -0.17657   -0.0058808      0.19455      0.81795 Curated_gene_sets:reactome_blood_group_systems_biosynthesis
Curated_gene_sets:reactome_s...76        SET      17     -0.34486    -0.010335      0.21783      0.94331 Curated_gene_sets:reactome_signaling_by_ntrk3_trkc
Curated_gene_sets:reactome_a...20        SET       8      -0.4404   -0.0090562      0.29919      0.92948 Curated_gene_sets:reactome_activated_ntrk3_signals_through_ras
Curated_gene_sets:reactome_i...58        SET      25     -0.35405    -0.012864      0.20822      0.95546 Curated_gene_sets:reactome_interleukin_receptor_shc_signaling
Curated_gene_sets:reactome_n...53        SET     107    -0.032186   -0.0024142      0.08128      0.65394 Curated_gene_sets:reactome_nonsense_mediated_decay_nmd
Curated_gene_sets:reactome_t...63        SET      22   -0.0018774  -6.3997e-05      0.16544      0.50453 Curated_gene_sets:reactome_traf6_mediated_nf_kb_activation
Curated_gene_sets:reactome_n...43        SET      11    -0.067843   -0.0016358      0.23124      0.61539 Curated_gene_sets:reactome_nf_kb_activation_through_fadd_rip_1_pathway_mediated_by_caspase_8_and_10
Curated_gene_sets:reactome_n...30        SET      33     -0.13186   -0.0055035      0.14744      0.81443 Curated_gene_sets:reactome_negative_regulators_of_ddx58_ifih1_signaling
Curated_gene_sets:reactome_i...72        SET       9      0.27104    0.0059115         0.29        0.175 Curated_gene_sets:reactome_irak2_mediated_activation_of_tak1_complex
Curated_gene_sets:reactome_t...110       SET      91    0.0050686   0.00035075     0.094012       0.4785 Curated_gene_sets:reactome_trif_ticam1_mediated_tlr4_signaling
Curated_gene_sets:reactome_t...60        SET      15      0.19261    0.0054225      0.22804      0.19916 Curated_gene_sets:reactome_traf6_mediated_induction_of_tak1_complex_within_tlr4_complex
Curated_gene_sets:reactome_m...80        SET       6     -0.76505    -0.013625      0.46966      0.94833 Curated_gene_sets:reactome_molybdenum_cofactor_biosynthesis
Curated_gene_sets:reactome_a...19        SET       6     -0.66433    -0.011831      0.45474      0.92797 Curated_gene_sets:reactome_activated_ntrk3_signals_through_pi3k
Curated_gene_sets:reactome_c...64        SET      19     -0.21452   -0.0067964      0.21824      0.83718 Curated_gene_sets:reactome_class_i_peroxisomal_membrane_protein_import
Curated_gene_sets:reactome_n...26        SET      53     0.061255    0.0032383      0.11184      0.29196 Curated_gene_sets:reactome_negative_regulation_of_notch4_signaling
Curated_gene_sets:reactome_p...101       SET     154    0.0064315   0.00057801     0.070609      0.46371 Curated_gene_sets:reactome_protein_localization
Curated_gene_sets:reactome_i...18        SET      19      0.43992     0.013937      0.23266      0.02933 Curated_gene_sets:reactome_insertion_of_tail_anchored_proteins_into_the_endoplasmic_reticulum_membrane
Curated_gene_sets:reactome_a...105       SET      39    -0.020858  -0.00094624      0.14715      0.55636 Curated_gene_sets:reactome_assembly_and_cell_surface_presentation_of_nmda_receptors
Curated_gene_sets:reactome_a...120       SET     103     0.055928    0.0041163     0.086534      0.25904 Curated_gene_sets:reactome_autophagy
Curated_gene_sets:reactome_l...12        SET       9     -0.20295   -0.0044264      0.33162      0.72973 Curated_gene_sets:reactome_lipophagy
Curated_gene_sets:reactome_c...43        SET      15    -0.029673  -0.00083535      0.23792      0.54963 Curated_gene_sets:reactome_chaperone_mediated_autophagy
Curated_gene_sets:reactome_f...44        SET      65     -0.10042   -0.0058772      0.12196      0.79486 Curated_gene_sets:reactome_foxo_mediated_transcription
Curated_gene_sets:reactome_r...45        SET      11      0.15545    0.0037481      0.29432      0.29869 Curated_gene_sets:reactome_regulation_of_localization_of_foxo_transcription_factors
Curated_gene_sets:reactome_f...46        SET      15     -0.43896    -0.012358      0.23969      0.96647 Curated_gene_sets:reactome_foxo_mediated_transcription_of_cell_death_genes
Curated_gene_sets:reactome_f...47        SET      29     -0.15682   -0.0061365      0.18947      0.79607 Curated_gene_sets:reactome_foxo_mediated_transcription_of_oxidative_stress_metabolic_and_neuronal_genes
Curated_gene_sets:reactome_m...54        SET      28     -0.27891    -0.010724      0.16934      0.95022 Curated_gene_sets:reactome_microautophagy
Curated_gene_sets:reactome_t...83        SET      72     0.054042    0.0033282      0.12206      0.32898 Curated_gene_sets:reactome_transcriptional_regulation_of_granulopoiesis
Curated_gene_sets:reactome_n...25        SET      19    -0.059436    -0.001883      0.19708      0.61851 Curated_gene_sets:reactome_negative_regulation_of_nmda_receptor_mediated_neuronal_transmission
Curated_gene_sets:reactome_r...29        SET       9      -0.4414   -0.0096271      0.34402      0.90026 Curated_gene_sets:reactome_regulation_of_foxo_transcriptional_activity_by_acetylation
Curated_gene_sets:reactome_f...45        SET      16    0.0036116   0.00010501      0.26041      0.49447 Curated_gene_sets:reactome_foxo_mediated_transcription_of_cell_cycle_genes
Curated_gene_sets:reactome_a...42        SET       7      0.26381    0.0050746      0.35156      0.22652 Curated_gene_sets:reactome_activation_of_rac1_downstream_of_nmdars
Curated_gene_sets:reactome_a...23        SET      28     0.071008    0.0027303      0.17503      0.34249 Curated_gene_sets:reactome_activation_of_ampk_downstream_of_nmdars
Curated_gene_sets:reactome_l...14        SET      21    -0.073849   -0.0024595      0.20706      0.63932 Curated_gene_sets:reactome_long_term_potentiation
Curated_gene_sets:reactome_r...36        SET      11     -0.13375   -0.0032248      0.24734      0.70565 Curated_gene_sets:reactome_regulation_of_glycolysis_by_fructose_2_6_bisphosphate_metabolism
Curated_gene_sets:reactome_e...41        SET       6      0.14451    0.0025737      0.30859      0.31979 Curated_gene_sets:reactome_estrogen_stimulated_signaling_through_prkcz
Curated_gene_sets:reactome_e...40        SET      24      0.26888    0.0095725      0.21152      0.10184 Curated_gene_sets:reactome_estrogen_dependent_nuclear_events_downstream_of_esr_membrane_signaling
Curated_gene_sets:reactome_s...116       SET       7     -0.28323   -0.0054481         0.37        0.778 Curated_gene_sets:reactome_stat5_activation
Curated_gene_sets:reactome_n...3         SET       5    -0.089626   -0.0014572      0.50218      0.57082 Curated_gene_sets:reactome_n_glycan_trimming_and_elongation_in_the_cis_golgi
Curated_gene_sets:reactome_r...9         SET      10      0.47587      0.01094      0.30778     0.061043 Curated_gene_sets:reactome_reactions_specific_to_the_complex_n_glycan_synthesis_pathway
Curated_gene_sets:reactome_m...94        SET      78     0.043709    0.0028013      0.10008      0.33115 Curated_gene_sets:reactome_myd88_cascade_initiated_on_plasma_membrane
Curated_gene_sets:reactome_n...54        SET      88     0.011791   0.00080248     0.090174      0.44798 Curated_gene_sets:reactome_nonsense_mediated_decay_nmd_independent_of_the_exon_junction_complex_ejc
Curated_gene_sets:reactome_a...78        SET      90     0.097113    0.0066835      0.10156       0.1695 Curated_gene_sets:reactome_amyloid_fiber_formation
Curated_gene_sets:reactome_s...16        SET       9     -0.53609    -0.011692      0.27191      0.97566 Curated_gene_sets:reactome_serine_biosynthesis
Curated_gene_sets:reactome_a...84        SET     298     0.023901    0.0029766     0.051302      0.32065 Curated_gene_sets:reactome_antigen_processing:_ubiquitination_proteasome_degradation
Curated_gene_sets:reactome_a...83        SET      16      0.29119    0.0084664      0.18084     0.053685 Curated_gene_sets:reactome_antigen_presentation:_folding_assembly_and_peptide_loading_of_class_i_mhc
Curated_gene_sets:reactome_a...82        SET      28    -0.070101   -0.0026954      0.18174      0.65014 Curated_gene_sets:reactome_antigen_activates_b_cell_receptor_bcr_leading_to_generation_of_second_messengers
Curated_gene_sets:gargalovic...15        SET      32     0.015238   0.00062629      0.18016       0.4663 Curated_gene_sets:gargalovic_response_to_oxidized_phospholipids_pink_dn
Curated_gene_sets:gargalovic...16        SET       8      0.58628     0.012056      0.37398     0.058486 Curated_gene_sets:gargalovic_response_to_oxidized_phospholipids_purple_dn
Curated_gene_sets:gargalovic...5         SET      14      0.21147    0.0057518      0.25904      0.20715 Curated_gene_sets:gargalovic_response_to_oxidized_phospholipids_brown_up
Curated_gene_sets:gargalovic...20        SET      11    -0.095783   -0.0023094      0.31108      0.62092 Curated_gene_sets:gargalovic_response_to_oxidized_phospholipids_tan_dn
Curated_gene_sets:gargalovic...19        SET      15     -0.41393    -0.011653      0.26465      0.94109 Curated_gene_sets:gargalovic_response_to_oxidized_phospholipids_salmon_dn
Curated_gene_sets:gargalovic...6         SET      16     -0.11306   -0.0032872      0.23441       0.6852 Curated_gene_sets:gargalovic_response_to_oxidized_phospholipids_cyan_up
Curated_gene_sets:gargalovic...11        SET       8     -0.94686    -0.019471      0.34659      0.99685 Curated_gene_sets:gargalovic_response_to_oxidized_phospholipids_lightgreen_dn
GO_bp:go_positive_regulation...882       SET      40      0.12877    0.0059158      0.14105      0.18065 GO_bp:go_positive_regulation_of_viral_transcription
GO_bp:go_cardiac_chamber_dev...          SET     164     0.042221    0.0039147     0.077744      0.29354 GO_bp:go_cardiac_chamber_development
GO_bp:go_dna_dependent_dna_r...2         SET      41     0.038421     0.001787      0.13299      0.38633 GO_bp:go_dna_dependent_dna_replication_maintenance_of_fidelity
GO_bp:go_circadian_rhythm                SET     189     0.019527    0.0019423     0.071282      0.39207 GO_bp:go_circadian_rhythm
GO_bp:go_phosphatidylserine_...1         SET      21     -0.21465   -0.0071489      0.20966      0.84703 GO_bp:go_phosphatidylserine_acyl_chain_remodeling
GO_bp:go_spinal_cord_develop...          SET     102      0.20832     0.015258      0.10078      0.01937 GO_bp:go_spinal_cord_development
GO_bp:go_platelet_derived_gr...3         SET      55     0.071653    0.0038586      0.12892      0.28917 GO_bp:go_platelet_derived_growth_factor_receptor_signaling_pathway
GO_bp:go_cellular_response_t...70        SET      30      0.30311     0.012063      0.18561     0.051234 GO_bp:go_cellular_response_to_lipoprotein_particle_stimulus
GO_bp:go_positive_regulation...256       SET      57       0.2668     0.014626      0.13071      0.02062 GO_bp:go_positive_regulation_of_epithelial_cell_differentiation
GO_bp:go_positive_regulation...432       SET     545     0.070937     0.011868     0.041087     0.042137 GO_bp:go_positive_regulation_of_kinase_activity
GO_bp:go_potassium_ion_trans...          SET     221      0.01807     0.001942     0.066351      0.39268 GO_bp:go_potassium_ion_transport
GO_bp:go_regulation_of_t_cel...11        SET      37     0.096996    0.0042862      0.14886      0.25734 GO_bp:go_regulation_of_t_cell_receptor_signaling_pathway
GO_bp:go_negative_regulation...226       SET     112     0.084766     0.006504      0.09361       0.1826 GO_bp:go_negative_regulation_of_epithelial_cell_proliferation
GO_bp:go_movement_in_environ...          SET      31     -0.19901    -0.008051      0.14953      0.90838 GO_bp:go_movement_in_environment_of_other_organism_involved_in_symbiotic_interaction
GO_bp:go_regulation_of_prote...56        SET      42    -0.062647   -0.0029491      0.13628      0.67712 GO_bp:go_regulation_of_protein_targeting_to_mitochondrion
GO_bp:go_apical_protein_loca...          SET      10      -0.1933    -0.004444      0.30065      0.73987 GO_bp:go_apical_protein_localization
GO_bp:go_regulation_of_estab...1         SET     105    -0.015914   -0.0011825     0.084804      0.57443 GO_bp:go_regulation_of_establishment_of_planar_polarity
GO_bp:go_forebrain_neuron_de...          SET      28      0.62548      0.02405      0.19883   0.00082968 GO_bp:go_forebrain_neuron_development
GO_bp:go_positive_regulation...675       SET      24     -0.17758   -0.0063223      0.19907      0.81382 GO_bp:go_positive_regulation_of_protein_maturation
GO_bp:go_neuromuscular_junct...          SET      46       -0.303    -0.014926      0.14235      0.98335 GO_bp:go_neuromuscular_junction_development
GO_bp:go_mitotic_cytokinesis             SET      68    -0.090515   -0.0054179      0.10501      0.80563 GO_bp:go_mitotic_cytokinesis
GO_bp:go_negative_regulation...588       SET      41    0.0076396   0.00035533      0.13889      0.47807 GO_bp:go_negative_regulation_of_response_to_endoplasmic_reticulum_stress
GO_bp:go_smad_protein_signal...          SET      68    -0.021063   -0.0012607      0.11842      0.57058 GO_bp:go_smad_protein_signal_transduction
GO_bp:go_cytoplasmic_transla...1         SET      86     0.049351    0.0033205     0.092558      0.29695 GO_bp:go_cytoplasmic_translation
GO_bp:go_meiotic_chromosome_...2         SET      84     0.011648   0.00077461     0.093215      0.45028 GO_bp:go_meiotic_chromosome_segregation
GO_bp:go_positive_regulation...83        SET     111    -0.033456   -0.0025556     0.088868      0.64671 GO_bp:go_positive_regulation_of_calcium_ion_transport
GO_bp:go_regulation_of_doubl...1         SET      68    -0.085079   -0.0050926      0.10722      0.78624 GO_bp:go_regulation_of_double_strand_break_repair
GO_bp:go_rna_dependent_dna_b...          SET      69      0.06514    0.0039275      0.10527      0.26803 GO_bp:go_rna_dependent_dna_biosynthetic_process
GO_bp:go_regulation_of_b_cel...6         SET      27      0.10762    0.0040637      0.18236      0.27754 GO_bp:go_regulation_of_b_cell_receptor_signaling_pathway
GO_bp:go_dendrite_development            SET     203      0.13554     0.013967      0.06731     0.022033 GO_bp:go_dendrite_development
GO_bp:go_regulation_of_respi...1         SET      14    -0.093372   -0.0025396      0.26591      0.63726 GO_bp:go_regulation_of_respiratory_burst
GO_bp:go_g_protein_coupled_r...1         SET      12       1.0357     0.026082      0.28821   0.00016351 GO_bp:go_g_protein_coupled_receptor_internalization
GO_bp:go_memory                          SET     113      0.32873     0.025335     0.090754   0.00014646 GO_bp:go_memory
GO_bp:go_neuron_development              SET    1037     0.078468     0.017864     0.030852    0.0054931 GO_bp:go_neuron_development
GO_bp:go_regulation_of_golgi...1         SET      15     -0.10226   -0.0028789       0.2271      0.67375 GO_bp:go_regulation_of_golgi_organization
GO_bp:go_endothelial_cell_de...          SET      53    -0.099365    -0.005253      0.12695       0.7831 GO_bp:go_endothelial_cell_development
GO_bp:go_positive_regulation...547       SET      31    -0.097209   -0.0039325      0.17455       0.7112 GO_bp:go_positive_regulation_of_myotube_differentiation
GO_bp:go_regulation_of_cell_...1         SET     506    -0.034503   -0.0055678     0.042346       0.7924 GO_bp:go_regulation_of_cell_activation
GO_bp:go_multicellular_organ...1         SET      34    -0.095642   -0.0040517      0.16065      0.72419 GO_bp:go_multicellular_organism_aging
GO_bp:go_atp_dependent_chrom...          SET      74     0.037185    0.0023215      0.10344      0.35962 GO_bp:go_atp_dependent_chromatin_remodeling
GO_bp:go_anatomical_structur...2         SET    1032    -0.052805    -0.011994     0.030669      0.95744 GO_bp:go_anatomical_structure_formation_involved_in_morphogenesis
GO_bp:go_ion_transport                   SET    1568    -0.013404   -0.0036962     0.025078      0.70349 GO_bp:go_ion_transport
GO_bp:go_lipid_modification              SET     227     0.008523   0.00092816      0.06122      0.44464 GO_bp:go_lipid_modification
GO_bp:go_negative_regulation...356       SET      15      0.20011    0.0056337      0.27434      0.23287 GO_bp:go_negative_regulation_of_kidney_development
GO_bp:go_regulation_of_hepat...          SET      13     0.028241   0.00074018      0.23815       0.4528 GO_bp:go_regulation_of_hepatocyte_proliferation
GO_bp:go_acylglycerol_homeos...          SET      33   -0.0043638  -0.00018213      0.16019      0.51087 GO_bp:go_acylglycerol_homeostasis
GO_bp:go_negative_regulation...540       SET     123     0.075674    0.0060831     0.081204       0.1757 GO_bp:go_negative_regulation_of_protein_complex_assembly
GO_bp:go_hemoglobin_metaboli...          SET       5     0.071539    0.0011631      0.42467      0.43311 GO_bp:go_hemoglobin_metabolic_process
GO_bp:go_single_fertilization            SET     133    -0.060624   -0.0050661     0.079976      0.77578 GO_bp:go_single_fertilization
GO_bp:go_chromosome_organiza...1         SET    1087     0.031697    0.0073776     0.028006      0.12887 GO_bp:go_chromosome_organization
GO_bp:go_negative_regulation...397       SET      70     0.014229   0.00086411      0.11245      0.44965 GO_bp:go_negative_regulation_of_map_kinase_activity
GO_bp:go_synaptic_vesicle_lo...          SET     156       0.2288     0.020695     0.071864   0.00072795 GO_bp:go_synaptic_vesicle_localization
GO_bp:go_phenol_containing_c...3         SET      55      0.55351     0.029807      0.13931   3.5606e-05 GO_bp:go_phenol_containing_compound_metabolic_process
GO_bp:go_regulation_of_antig...4         SET      60      0.12855    0.0072293      0.11756       0.1371 GO_bp:go_regulation_of_antigen_receptor_mediated_signaling_pathway
GO_bp:go_establishment_of_sp...          SET      29    -0.040394   -0.0015806      0.16837       0.5948 GO_bp:go_establishment_of_spindle_orientation
GO_bp:go_metanephric_nephron...3         SET      25       0.6464     0.023487      0.20614    0.0008587 GO_bp:go_metanephric_nephron_morphogenesis
GO_bp:go_response_to_uv_c                SET      15      0.52511     0.014783      0.25135     0.018355 GO_bp:go_response_to_uv_c
GO_bp:go_carbohydrate_catabo...          SET     175     0.096245    0.0092156     0.068869     0.081139 GO_bp:go_carbohydrate_catabolic_process
GO_bp:go_dentate_gyrus_devel...          SET      15   0.00031006   8.7289e-06      0.28072      0.49956 GO_bp:go_dentate_gyrus_development
GO_bp:go_establishment_or_ma...6         SET      14     0.086384    0.0023495      0.28195      0.37966 GO_bp:go_establishment_or_maintenance_of_transmembrane_electrochemical_gradient
GO_bp:go_labyrinthine_layer_...2         SET      44     -0.18553   -0.0089388      0.15543      0.88368 GO_bp:go_labyrinthine_layer_development
GO_bp:go_n_terminal_protein_...1         SET      17     -0.12061   -0.0036147      0.22131      0.70712 GO_bp:go_n_terminal_protein_amino_acid_acetylation
