# MEAN_SAMPLE_SIZE = 20942
# TOTAL_GENES = 18912
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
VARIABLE                                TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
Curated_gene_sets:reactome_r...45        SET      11    0.0042159   0.00010165      0.27403      0.49386 Curated_gene_sets:reactome_regulation_of_localization_of_foxo_transcription_factors
Curated_gene_sets:reactome_f...46        SET      15      0.39474     0.011113      0.22299     0.038352 Curated_gene_sets:reactome_foxo_mediated_transcription_of_cell_death_genes
Curated_gene_sets:reactome_f...47        SET      29     -0.26548    -0.010388      0.16545       0.9457 Curated_gene_sets:reactome_foxo_mediated_transcription_of_oxidative_stress_metabolic_and_neuronal_genes
Curated_gene_sets:reactome_m...54        SET      28     0.041965    0.0016136      0.15732      0.39483 Curated_gene_sets:reactome_microautophagy
Curated_gene_sets:reactome_t...83        SET      72    -0.010866  -0.00066918      0.11485      0.53769 Curated_gene_sets:reactome_transcriptional_regulation_of_granulopoiesis
Curated_gene_sets:reactome_n...25        SET      19    -0.045175   -0.0014312       0.1822      0.59791 Curated_gene_sets:reactome_negative_regulation_of_nmda_receptor_mediated_neuronal_transmission
Curated_gene_sets:reactome_r...29        SET       9        0.349    0.0076119      0.32061      0.13818 Curated_gene_sets:reactome_regulation_of_foxo_transcriptional_activity_by_acetylation
Curated_gene_sets:reactome_f...45        SET      16     0.032431   0.00094292      0.24158      0.44661 Curated_gene_sets:reactome_foxo_mediated_transcription_of_cell_cycle_genes
Curated_gene_sets:reactome_a...42        SET       7      0.17977    0.0034581      0.32661      0.29102 Curated_gene_sets:reactome_activation_of_rac1_downstream_of_nmdars
Curated_gene_sets:reactome_a...23        SET      28      0.23619    0.0090814      0.16807     0.079976 Curated_gene_sets:reactome_activation_of_ampk_downstream_of_nmdars
Curated_gene_sets:reactome_l...14        SET      21     0.063195    0.0021047      0.19114      0.37047 Curated_gene_sets:reactome_long_term_potentiation
Curated_gene_sets:reactome_r...36        SET      11      0.21557    0.0051977      0.23036      0.17469 Curated_gene_sets:reactome_regulation_of_glycolysis_by_fructose_2_6_bisphosphate_metabolism
Curated_gene_sets:reactome_e...41        SET       6      0.12799    0.0022793      0.28731      0.32799 Curated_gene_sets:reactome_estrogen_stimulated_signaling_through_prkcz
Curated_gene_sets:reactome_e...40        SET      24     0.067255    0.0023944      0.19679      0.36627 Curated_gene_sets:reactome_estrogen_dependent_nuclear_events_downstream_of_esr_membrane_signaling
Curated_gene_sets:reactome_s...116       SET       7      -0.2327   -0.0044763      0.33737      0.75482 Curated_gene_sets:reactome_stat5_activation
Curated_gene_sets:reactome_n...3         SET       5     -0.02227  -0.00036207      0.46722      0.51901 Curated_gene_sets:reactome_n_glycan_trimming_and_elongation_in_the_cis_golgi
Curated_gene_sets:reactome_r...9         SET      10      0.25474    0.0058564      0.28718      0.18753 Curated_gene_sets:reactome_reactions_specific_to_the_complex_n_glycan_synthesis_pathway
Curated_gene_sets:reactome_m...94        SET      78     0.048631    0.0031168     0.095135      0.30462 Curated_gene_sets:reactome_myd88_cascade_initiated_on_plasma_membrane
Curated_gene_sets:reactome_n...54        SET      88    -0.070446   -0.0047943     0.084111      0.79885 Curated_gene_sets:reactome_nonsense_mediated_decay_nmd_independent_of_the_exon_junction_complex_ejc
Curated_gene_sets:reactome_a...78        SET      90      0.11893    0.0081852     0.093972      0.10283 Curated_gene_sets:reactome_amyloid_fiber_formation
Curated_gene_sets:reactome_s...16        SET       9      -0.4322   -0.0094263      0.24194      0.96297 Curated_gene_sets:reactome_serine_biosynthesis
Curated_gene_sets:reactome_a...84        SET     298     0.042579    0.0053028      0.04755      0.18527 Curated_gene_sets:reactome_antigen_processing:_ubiquitination_proteasome_degradation
Curated_gene_sets:reactome_a...83        SET      16      0.11964    0.0034786      0.16806      0.23827 Curated_gene_sets:reactome_antigen_presentation:_folding_assembly_and_peptide_loading_of_class_i_mhc
Curated_gene_sets:reactome_a...82        SET      28      0.28441     0.010936      0.16952     0.046711 Curated_gene_sets:reactome_antigen_activates_b_cell_receptor_bcr_leading_to_generation_of_second_messengers
Curated_gene_sets:gargalovic...15        SET      32     -0.24259   -0.0099705      0.16801      0.92561 Curated_gene_sets:gargalovic_response_to_oxidized_phospholipids_pink_dn
Curated_gene_sets:gargalovic...16        SET       8      0.36579     0.007522      0.34826      0.14679 Curated_gene_sets:gargalovic_response_to_oxidized_phospholipids_purple_dn
Curated_gene_sets:gargalovic...5         SET      14     0.010992   0.00029896      0.23406      0.48127 Curated_gene_sets:gargalovic_response_to_oxidized_phospholipids_brown_up
Curated_gene_sets:gargalovic...20        SET      11      0.17543    0.0042298      0.29303       0.2747 Curated_gene_sets:gargalovic_response_to_oxidized_phospholipids_tan_dn
Curated_gene_sets:gargalovic...19        SET      15      0.18388    0.0051767      0.21929      0.20088 Curated_gene_sets:gargalovic_response_to_oxidized_phospholipids_salmon_dn
Curated_gene_sets:gargalovic...6         SET      16       0.4295     0.012488      0.22441     0.027826 Curated_gene_sets:gargalovic_response_to_oxidized_phospholipids_cyan_up
Curated_gene_sets:gargalovic...11        SET       8      0.51009     0.010489      0.32264     0.056948 Curated_gene_sets:gargalovic_response_to_oxidized_phospholipids_lightgreen_dn
GO_bp:go_positive_regulation...882       SET      40     0.093077    0.0042762      0.12709      0.23197 GO_bp:go_positive_regulation_of_viral_transcription
GO_bp:go_cardiac_chamber_dev...          SET     164    -0.022862   -0.0021197     0.072682      0.62344 GO_bp:go_cardiac_chamber_development
GO_bp:go_dna_dependent_dna_r...2         SET      41    -0.062518   -0.0029078      0.12438      0.69238 GO_bp:go_dna_dependent_dna_replication_maintenance_of_fidelity
GO_bp:go_circadian_rhythm                SET     189    -0.010307   -0.0010252     0.065896      0.56214 GO_bp:go_circadian_rhythm
GO_bp:go_phosphatidylserine_...1         SET      21     -0.19479   -0.0064876       0.1958      0.84009 GO_bp:go_phosphatidylserine_acyl_chain_remodeling
GO_bp:go_spinal_cord_develop...          SET     102    -0.043847   -0.0032115     0.092302      0.68262 GO_bp:go_spinal_cord_development
GO_bp:go_platelet_derived_gr...3         SET      55     -0.21833    -0.011757      0.12024      0.96529 GO_bp:go_platelet_derived_growth_factor_receptor_signaling_pathway
GO_bp:go_cellular_response_t...70        SET      30      0.13416    0.0053393      0.17289      0.21888 GO_bp:go_cellular_response_to_lipoprotein_particle_stimulus
GO_bp:go_positive_regulation...256       SET      57     -0.23276     -0.01276      0.12126      0.97254 GO_bp:go_positive_regulation_of_epithelial_cell_differentiation
GO_bp:go_positive_regulation...432       SET     545    -0.023004   -0.0038485     0.038389      0.72549 GO_bp:go_positive_regulation_of_kinase_activity
GO_bp:go_potassium_ion_trans...          SET     221    0.0089411    0.0009609     0.061632      0.44233 GO_bp:go_potassium_ion_transport
GO_bp:go_regulation_of_t_cel...11        SET      37       0.2822      0.01247      0.13824     0.020612 GO_bp:go_regulation_of_t_cell_receptor_signaling_pathway
GO_bp:go_negative_regulation...226       SET     112    -0.044796   -0.0034372     0.086724      0.69726 GO_bp:go_negative_regulation_of_epithelial_cell_proliferation
GO_bp:go_movement_in_environ...          SET      31    -0.064024     -0.00259      0.13956      0.67679 GO_bp:go_movement_in_environment_of_other_organism_involved_in_symbiotic_interaction
GO_bp:go_regulation_of_prote...56        SET      42     -0.00188  -8.8501e-05      0.12981      0.50578 GO_bp:go_regulation_of_protein_targeting_to_mitochondrion
GO_bp:go_apical_protein_loca...          SET      10     -0.14243   -0.0032744      0.27876       0.6953 GO_bp:go_apical_protein_localization
GO_bp:go_regulation_of_estab...1         SET     105      0.13088    0.0097254      0.07941     0.049667 GO_bp:go_regulation_of_establishment_of_planar_polarity
GO_bp:go_forebrain_neuron_de...          SET      28    -0.014243  -0.00054764      0.18487       0.5307 GO_bp:go_forebrain_neuron_development
GO_bp:go_positive_regulation...675       SET      24      -0.1887   -0.0067179      0.17475      0.85988 GO_bp:go_positive_regulation_of_protein_maturation
GO_bp:go_neuromuscular_junct...          SET      46     0.048812    0.0024044      0.13265      0.35645 GO_bp:go_neuromuscular_junction_development
GO_bp:go_mitotic_cytokinesis             SET      68      0.18973     0.011356     0.097495     0.025835 GO_bp:go_mitotic_cytokinesis
GO_bp:go_negative_regulation...588       SET      41      0.14614    0.0067972       0.1308      0.13194 GO_bp:go_negative_regulation_of_response_to_endoplasmic_reticulum_stress
GO_bp:go_smad_protein_signal...          SET      68    -0.064022   -0.0038322      0.11016      0.71943 GO_bp:go_smad_protein_signal_transduction
GO_bp:go_cytoplasmic_transla...1         SET      86    0.0069222   0.00046574     0.085931       0.4679 GO_bp:go_cytoplasmic_translation
GO_bp:go_meiotic_chromosome_...2         SET      84     -0.02941   -0.0019557     0.087679      0.63135 GO_bp:go_meiotic_chromosome_segregation
GO_bp:go_positive_regulation...83        SET     111     0.084011    0.0064175      0.08297      0.15564 GO_bp:go_positive_regulation_of_calcium_ion_transport
GO_bp:go_regulation_of_doubl...1         SET      68      0.13806    0.0082639      0.09836     0.080222 GO_bp:go_regulation_of_double_strand_break_repair
GO_bp:go_rna_dependent_dna_b...          SET      69    -0.035196   -0.0021221     0.098778      0.63919 GO_bp:go_rna_dependent_dna_biosynthetic_process
GO_bp:go_regulation_of_b_cel...6         SET      27      0.27909     0.010538      0.17017     0.050504 GO_bp:go_regulation_of_b_cell_receptor_signaling_pathway
GO_bp:go_dendrite_development            SET     203     0.041094    0.0042348      0.06207      0.25397 GO_bp:go_dendrite_development
GO_bp:go_regulation_of_respi...1         SET      14     -0.51903    -0.014117      0.24697       0.9822 GO_bp:go_regulation_of_respiratory_burst
GO_bp:go_g_protein_coupled_r...1         SET      12     0.036086   0.00090873      0.26816      0.44648 GO_bp:go_g_protein_coupled_receptor_internalization
GO_bp:go_memory                          SET     113      0.05129    0.0039529     0.084322      0.27151 GO_bp:go_memory
GO_bp:go_neuron_development              SET    1037     0.070164     0.015973     0.028617    0.0071123 GO_bp:go_neuron_development
GO_bp:go_regulation_of_golgi...1         SET      15      0.33363    0.0093925      0.21895      0.06379 GO_bp:go_regulation_of_golgi_organization
GO_bp:go_endothelial_cell_de...          SET      53     0.046082    0.0024362      0.11826      0.34839 GO_bp:go_endothelial_cell_development
GO_bp:go_positive_regulation...547       SET      31     -0.25457    -0.010299      0.16285      0.94099 GO_bp:go_positive_regulation_of_myotube_differentiation
GO_bp:go_regulation_of_cell_...1         SET     506     0.010382    0.0016754     0.039195      0.39555 GO_bp:go_regulation_of_cell_activation
GO_bp:go_multicellular_organ...1         SET      34     0.086364    0.0036587      0.14902      0.28111 GO_bp:go_multicellular_organism_aging
GO_bp:go_atp_dependent_chrom...          SET      74     0.031834    0.0019875     0.096432      0.37066 GO_bp:go_atp_dependent_chromatin_remodeling
GO_bp:go_anatomical_structur...2         SET    1032   -0.0068484   -0.0015556     0.028465      0.59506 GO_bp:go_anatomical_structure_formation_involved_in_morphogenesis
GO_bp:go_ion_transport                   SET    1568     0.034446    0.0094986     0.023255     0.069279 GO_bp:go_ion_transport
GO_bp:go_lipid_modification              SET     227      0.02976    0.0032409     0.056525      0.29928 GO_bp:go_lipid_modification
GO_bp:go_negative_regulation...356       SET      15      0.12969     0.003651      0.25525       0.3057 GO_bp:go_negative_regulation_of_kidney_development
GO_bp:go_regulation_of_hepat...          SET      13     0.009649    0.0002529      0.22136      0.48262 GO_bp:go_regulation_of_hepatocyte_proliferation
GO_bp:go_acylglycerol_homeos...          SET      33     -0.12758   -0.0053247      0.14606      0.80879 GO_bp:go_acylglycerol_homeostasis
GO_bp:go_negative_regulation...540       SET     123      0.15008     0.012064     0.075267     0.023087 GO_bp:go_negative_regulation_of_protein_complex_assembly
GO_bp:go_hemoglobin_metaboli...          SET       5      0.17873    0.0029058      0.38383      0.32073 GO_bp:go_hemoglobin_metabolic_process
GO_bp:go_single_fertilization            SET     133    -0.004782  -0.00039962     0.074951      0.52544 GO_bp:go_single_fertilization
GO_bp:go_chromosome_organiza...1         SET    1087     0.025526    0.0059413     0.026116       0.1642 GO_bp:go_chromosome_organization
GO_bp:go_negative_regulation...397       SET      70    0.0090826   0.00055157      0.10621      0.46593 GO_bp:go_negative_regulation_of_map_kinase_activity
GO_bp:go_synaptic_vesicle_lo...          SET     156      0.11323     0.010241      0.06684     0.045144 GO_bp:go_synaptic_vesicle_localization
GO_bp:go_phenol_containing_c...3         SET      55      0.25708     0.013844       0.1297      0.02374 GO_bp:go_phenol_containing_compound_metabolic_process
GO_bp:go_regulation_of_antig...4         SET      60         0.29     0.016309      0.10937    0.0040115 GO_bp:go_regulation_of_antigen_receptor_mediated_signaling_pathway
GO_bp:go_establishment_of_sp...          SET      29     0.015578   0.00060956      0.15675      0.46042 GO_bp:go_establishment_of_spindle_orientation
GO_bp:go_metanephric_nephron...3         SET      25      0.27775     0.010092      0.19188     0.073891 GO_bp:go_metanephric_nephron_morphogenesis
GO_bp:go_response_to_uv_c                SET      15     -0.10244    -0.002884      0.24046      0.66496 GO_bp:go_response_to_uv_c
GO_bp:go_carbohydrate_catabo...          SET     175     0.049122    0.0047035      0.06374      0.22046 GO_bp:go_carbohydrate_catabolic_process
GO_bp:go_dentate_gyrus_devel...          SET      15     0.057972     0.001632      0.26095       0.4121 GO_bp:go_dentate_gyrus_development
GO_bp:go_establishment_or_ma...6         SET      14     0.082163    0.0022347      0.26224      0.37702 GO_bp:go_establishment_or_maintenance_of_transmembrane_electrochemical_gradient
GO_bp:go_labyrinthine_layer_...2         SET      44    0.0077415   0.00037298       0.1447      0.47867 GO_bp:go_labyrinthine_layer_development
GO_bp:go_n_terminal_protein_...1         SET      17     -0.18303   -0.0054851      0.20591      0.81296 GO_bp:go_n_terminal_protein_amino_acid_acetylation
GO_bp:go_ceramide_catabolic_...          SET      18     -0.19079   -0.0058835      0.21154      0.81645 GO_bp:go_ceramide_catabolic_process
GO_bp:go_excretion                       SET      64     0.057199    0.0033219      0.11508      0.30959 GO_bp:go_excretion
GO_bp:go_digestion                       SET     131    -0.051611   -0.0042807     0.080198      0.74006 GO_bp:go_digestion
GO_bp:go_positive_regulation...781       SET      32     -0.11277   -0.0046348      0.16047      0.75889 GO_bp:go_positive_regulation_of_synaptic_transmission_glutamatergic
GO_bp:go_positive_regulation...515       SET      54    -0.076795   -0.0040978      0.12356      0.73286 GO_bp:go_positive_regulation_of_mitotic_nuclear_division
GO_bp:go_hindbrain_developme...          SET     144      0.05111     0.004443     0.074603      0.24664 GO_bp:go_hindbrain_development
GO_bp:go_oligosaccharide_met...          SET      18    -0.062358   -0.0019229      0.18809      0.62988 GO_bp:go_oligosaccharide_metabolic_process
GO_bp:go_negative_regulation...188       SET      10      0.46646     0.010724       0.3059     0.063652 GO_bp:go_negative_regulation_of_dendritic_spine_development
GO_bp:go_modulation_of_growt...          SET      13     -0.30862   -0.0080889      0.22952      0.91062 GO_bp:go_modulation_of_growth_of_symbiont_involved_in_interaction_with_host
GO_bp:go_chromosome_segregat...          SET     293     0.034423    0.0042514     0.047752       0.2355 GO_bp:go_chromosome_segregation
GO_bp:go_negative_regulation...166       SET      30     -0.14015   -0.0055776      0.15486      0.81727 GO_bp:go_negative_regulation_of_cyclin_dependent_protein_kinase_activity
GO_bp:go_ether_metabolic_pro...          SET      13     0.052264    0.0013698      0.27318      0.42414 GO_bp:go_ether_metabolic_process
GO_bp:go_hematopoietic_proge...          SET     161     -0.10016   -0.0092024     0.065544      0.93675 GO_bp:go_hematopoietic_progenitor_cell_differentiation
GO_bp:go_cytokine_metabolic_...          SET     103    -0.060743   -0.0044707     0.083303      0.76705 GO_bp:go_cytokine_metabolic_process
GO_bp:go_negative_regulation...231       SET      66     -0.10945   -0.0064547      0.11073      0.83853 GO_bp:go_negative_regulation_of_erk1_and_erk2_cascade
GO_bp:go_steroid_biosyntheti...          SET     179    -0.042233   -0.0040894     0.064397      0.74403 GO_bp:go_steroid_biosynthetic_process
GO_bp:go_sodium_independent_...          SET      15      0.17047    0.0047991      0.25441      0.25142 GO_bp:go_sodium_independent_organic_anion_transport
GO_bp:go_regulation_of_prote...57        SET      86     0.071948    0.0048409     0.097788      0.23094 GO_bp:go_regulation_of_protein_tyrosine_kinase_activity
GO_bp:go_dna_templated_trans...1         SET     105     0.050962    0.0037868      0.07894      0.25928 GO_bp:go_dna_templated_transcription_elongation
GO_bp:go_n_glycan_processing             SET      15       -0.037   -0.0010417      0.21955      0.56692 GO_bp:go_n_glycan_processing
GO_bp:go_endoplasmic_reticul...5         SET      27      0.24298    0.0091746      0.14635     0.048442 GO_bp:go_endoplasmic_reticulum_to_cytosol_transport
GO_bp:go_negative_regulation...581       SET      53     0.054175     0.002864      0.11893      0.32437 GO_bp:go_negative_regulation_of_reproductive_process
GO_bp:go_g_protein_coupled_p...2         SET      19    -0.058835   -0.0018639      0.20429      0.61333 GO_bp:go_g_protein_coupled_purinergic_receptor_signaling_pathway
GO_bp:go_membrane_depolariza...1         SET      83     0.075128    0.0049663      0.10619      0.23964 GO_bp:go_membrane_depolarization
GO_bp:go_olfactory_bulb_inte...2         SET      11      0.45726     0.011025      0.29501      0.06058 GO_bp:go_olfactory_bulb_interneuron_differentiation
GO_bp:go_attachment_of_spind...          SET      32     0.078281    0.0032174      0.15018       0.3011 GO_bp:go_attachment_of_spindle_microtubules_to_kinetochore
GO_bp:go_regulation_of_lyase...          SET      46      0.13092    0.0064489       0.1306      0.15807 GO_bp:go_regulation_of_lyase_activity
GO_bp:go_response_to_nitroge...          SET     917    0.0039941   0.00085794     0.029744      0.44659 GO_bp:go_response_to_nitrogen_compound
GO_bp:go_negative_regulation...690       SET     107     -0.15305     -0.01148     0.087083      0.96058 GO_bp:go_negative_regulation_of_transmembrane_transport
GO_bp:go_regulation_of_dna_r...1         SET      93      0.14479     0.010129     0.083989     0.042366 GO_bp:go_regulation_of_dna_recombination
GO_bp:go_regulation_of_leuko...8         SET     202     0.051824    0.0053274     0.061379      0.19925 GO_bp:go_regulation_of_leukocyte_proliferation
GO_bp:go_response_to_ethanol             SET     121      0.16567      0.01321     0.078332      0.01722 GO_bp:go_response_to_ethanol
GO_bp:go_sulfur_compound_met...          SET     192      0.05456    0.0054696     0.063498      0.19511 GO_bp:go_sulfur_compound_metabolic_process
GO_bp:go_regulation_of_cell_...14        SET      29      0.19822    0.0077563      0.15354     0.098362 GO_bp:go_regulation_of_cell_cycle_checkpoint
GO_bp:go_negative_regulation...683       SET      17     -0.11634   -0.0034865      0.20235      0.71733 GO_bp:go_negative_regulation_of_transcription_regulatory_region_dna_binding
GO_bp:go_positive_regulation...231       SET      36    -0.063924   -0.0027864       0.1359      0.68095 GO_bp:go_positive_regulation_of_dna_replication
GO_bp:go_negative_regulation...464       SET     142      0.09444    0.0081528     0.073034     0.097997 GO_bp:go_negative_regulation_of_neuron_apoptotic_process
GO_bp:go_positive_regulation...705       SET      72     0.018053    0.0011118      0.10807      0.43367 GO_bp:go_positive_regulation_of_reproductive_process
GO_bp:go_positive_regulation...498       SET      13     0.029489    0.0007729       0.2785      0.45784 GO_bp:go_positive_regulation_of_metanephros_development
GO_bp:go_positive_regulation...462       SET      18     0.049923    0.0015395      0.19172      0.39728 GO_bp:go_positive_regulation_of_lymphocyte_apoptotic_process
GO_bp:go_nucleotide_phosphor...          SET      20     -0.19392   -0.0063031      0.18625       0.8511 GO_bp:go_nucleotide_phosphorylation
GO_bp:go_positive_regulation...306       SET      58      0.16951     0.009373      0.10972     0.061197 GO_bp:go_positive_regulation_of_gene_expression_epigenetic
GO_bp:go_glutamate_secretion             SET      44     -0.17316    -0.008343      0.14028      0.89147 GO_bp:go_glutamate_secretion
GO_bp:go_positive_regulation...648       SET      88      0.18271     0.012434     0.091518     0.022953 GO_bp:go_positive_regulation_of_protein_binding
GO_bp:go_regulation_of_vascu...9         SET      14      -0.3369   -0.0091632      0.25542      0.90641 GO_bp:go_regulation_of_vasculogenesis
GO_bp:go_lens_fiber_cell_dif...          SET      31    -0.096565   -0.0039065      0.17688      0.70744 GO_bp:go_lens_fiber_cell_differentiation
GO_bp:go_sensory_perception              SET     878   -0.0058822   -0.0012377     0.035932      0.56502 GO_bp:go_sensory_perception
GO_bp:go_hepaticobiliary_sys...          SET     134    -0.024066   -0.0020187     0.072779      0.62955 GO_bp:go_hepaticobiliary_system_development
GO_bp:go_fatty_acid_cataboli...          SET     102     0.036785    0.0026943     0.083611      0.32999 GO_bp:go_fatty_acid_catabolic_process
GO_bp:go_regulation_of_vesic...1         SET      29      0.12319    0.0048203       0.1728      0.23796 GO_bp:go_regulation_of_vesicle_fusion
GO_bp:go_regulation_of_lipid...6         SET      45    -0.054089   -0.0026354      0.14125      0.64911 GO_bp:go_regulation_of_lipid_storage
GO_bp:go_carbohydrate_transp...          SET     142    -0.027028   -0.0023333     0.072946       0.6445 GO_bp:go_carbohydrate_transport
GO_bp:go_regulation_of_cellu...18        SET     251     0.057042    0.0065279     0.058254      0.16375 GO_bp:go_regulation_of_cellular_response_to_growth_factor_stimulus
GO_bp:go_embryonic_hemopoies...          SET      20    -0.044579    -0.001449      0.21623      0.58167 GO_bp:go_embryonic_hemopoiesis
GO_bp:go_embryo_development_...          SET     601     0.010972    0.0019246     0.037731      0.38561 GO_bp:go_embryo_development_ending_in_birth_or_egg_hatching
GO_bp:go_antigen_processing_...10        SET      85    -0.091395   -0.0061136       0.0892      0.84722 GO_bp:go_antigen_processing_and_presentation_of_peptide_or_polysaccharide_antigen_via_mhc_class_ii
GO_bp:go_response_to_ionizin...          SET     146     0.048593    0.0042531     0.070002      0.24379 GO_bp:go_response_to_ionizing_radiation
GO_bp:go_epithelium_developm...          SET    1205      0.01207    0.0029481      0.02795      0.33293 GO_bp:go_epithelium_development
GO_bp:go_positive_regulation...733       SET      13     -0.36945   -0.0096833      0.24089      0.93744 GO_bp:go_positive_regulation_of_sequestering_of_calcium_ion
GO_bp:go_secondary_metabolit...          SET      26     0.022186   0.00082206      0.16406      0.44622 GO_bp:go_secondary_metabolite_biosynthetic_process
GO_bp:go_cell_migration_invo...2         SET      17      -0.1155   -0.0034613      0.23751      0.68661 GO_bp:go_cell_migration_involved_in_heart_development
GO_bp:go_protein_localizatio...15        SET      52    -0.059771     -0.00313      0.10745      0.71099 GO_bp:go_protein_localization_to_cytoskeleton
GO_bp:go_nuclear_envelope_re...          SET      17      0.21165     0.006343      0.21547      0.16298 GO_bp:go_nuclear_envelope_reassembly
GO_bp:go_intrinsic_apoptotic...4         SET      41    0.0057696   0.00026835      0.12912      0.48218 GO_bp:go_intrinsic_apoptotic_signaling_pathway_in_response_to_dna_damage_by_p53_class_mediator
GO_bp:go_regulation_of_autop...3         SET     301    -0.022161   -0.0027736        0.049      0.67446 GO_bp:go_regulation_of_autophagy
GO_bp:go_phospholipid_metabo...          SET     249      0.01007    0.0011478     0.054855      0.42718 GO_bp:go_phospholipid_metabolic_process
GO_bp:go_ammonium_ion_metabo...          SET      60       -0.129   -0.0072547      0.12002      0.85877 GO_bp:go_ammonium_ion_metabolic_process
GO_bp:go_regulation_of_inter...7         SET      24      -0.1706   -0.0060738      0.20325      0.79936 GO_bp:go_regulation_of_interleukin_4_production
GO_bp:go_ncrna_catabolic_pro...          SET      31      0.31967     0.012932      0.15574      0.02006 GO_bp:go_ncrna_catabolic_process
GO_bp:go_regulation_of_fat_c...          SET     116    -0.036477   -0.0028481     0.085171      0.66577 GO_bp:go_regulation_of_fat_cell_differentiation
GO_bp:go_glutamine_family_am...1         SET      15       0.2091    0.0058868       0.2006      0.14862 GO_bp:go_glutamine_family_amino_acid_biosynthetic_process
GO_bp:go_bundle_of_his_cell_...1         SET      14     0.038567     0.001049      0.27223      0.44367 GO_bp:go_bundle_of_his_cell_to_purkinje_myocyte_communication
GO_bp:go_regulation_of_cell_...29        SET      22     -0.47226    -0.016098      0.19039      0.99344 GO_bp:go_regulation_of_cell_maturation
GO_bp:go_negative_regulation...106       SET     310     0.029189    0.0037064     0.051485      0.28538 GO_bp:go_negative_regulation_of_cell_development
GO_bp:go_mammary_gland_morph...          SET      45   -0.0025538  -0.00012443      0.13965       0.5073 GO_bp:go_mammary_gland_morphogenesis
GO_bp:go_cellular_protein_co...1         SET     211     0.052384    0.0055023     0.055556      0.17287 GO_bp:go_cellular_protein_complex_disassembly
GO_bp:go_ureter_development              SET      16      0.17559    0.0051054      0.23318      0.22572 GO_bp:go_ureter_development
GO_bp:go_body_morphogenesis              SET      48    -0.064886   -0.0032649      0.12705      0.69522 GO_bp:go_body_morphogenesis
GO_bp:go_somatic_stem_cell_p...          SET      69      0.12648    0.0076262      0.10419       0.1124 GO_bp:go_somatic_stem_cell_population_maintenance
GO_bp:go_cytoplasmic_microtu...          SET      52      0.23054     0.012073      0.11141     0.019262 GO_bp:go_cytoplasmic_microtubule_organization
GO_bp:go_positive_regulation...225       SET      14     -0.25705   -0.0069914      0.22804      0.87017 GO_bp:go_positive_regulation_of_dna_damage_response_signal_transduction_by_p53_class_mediator
GO_bp:go_protein_activation_...          SET      26     -0.12459   -0.0046165       0.1861      0.74839 GO_bp:go_protein_activation_cascade
GO_bp:go_positive_regulation...627       SET      58      0.12067    0.0066727      0.11046      0.13731 GO_bp:go_positive_regulation_of_phospholipase_activity
GO_bp:go_negative_regulation...512       SET      50     0.015605   0.00080134      0.12811      0.45153 GO_bp:go_negative_regulation_of_peptidyl_tyrosine_phosphorylation
GO_bp:go_regulation_of_colla...3         SET      19      0.55469     0.017573      0.20193    0.0030103 GO_bp:go_regulation_of_collateral_sprouting
GO_bp:go_establishment_or_ma...5         SET      19    -0.020881  -0.00066155      0.20585       0.5404 GO_bp:go_establishment_or_maintenance_of_monopolar_cell_polarity
GO_bp:go_neuron_recognition              SET      47     0.062972    0.0031354      0.13799      0.32407 GO_bp:go_neuron_recognition
GO_bp:go_nucleoside_diphosph...3         SET      27      -0.1364   -0.0051502      0.17565      0.78128 GO_bp:go_nucleoside_diphosphate_metabolic_process
GO_bp:go_microtubule_polymer...2         SET     101     0.058506    0.0042642      0.08225      0.23845 GO_bp:go_microtubule_polymerization_or_depolymerization
GO_bp:go_response_to_ammoniu...          SET     124      0.19637     0.015849     0.081285    0.0078545 GO_bp:go_response_to_ammonium_ion
GO_bp:go_negative_regulation...568       SET     311    -0.016954   -0.0021563     0.050901      0.63046 GO_bp:go_negative_regulation_of_proteolysis
GO_bp:go_pinocytosis                     SET      21    -0.061177   -0.0020375      0.15437      0.65406 GO_bp:go_pinocytosis
GO_bp:go_regulation_of_epith...1         SET      71    -0.059442   -0.0036354      0.10427      0.71568 GO_bp:go_regulation_of_epithelial_cell_apoptotic_process
GO_bp:go_phosphatidylcholine...4         SET      40     -0.14889   -0.0068402      0.14822      0.84243 GO_bp:go_phosphatidylcholine_metabolic_process
GO_bp:go_lung_epithelium_dev...          SET      36    -0.024777     -0.00108      0.15233      0.56461 GO_bp:go_lung_epithelium_development
GO_bp:go_metencephalon_devel...          SET     103    -0.018614     -0.00137     0.085764      0.58591 GO_bp:go_metencephalon_development
GO_bp:go_g_protein_coupled_p...1         SET      10     -0.20981   -0.0048235      0.30373      0.75514 GO_bp:go_g_protein_coupled_purinergic_nucleotide_receptor_signaling_pathway
GO_bp:go_actin_filament_bund...          SET     143     0.042995    0.0037246     0.075669      0.28495 GO_bp:go_actin_filament_bundle_organization
GO_bp:go_cellular_response_t...120       SET      46     0.068328    0.0033658      0.12527      0.29272 GO_bp:go_cellular_response_to_virus
GO_bp:go_cytoplasmic_mrna_pr...          SET      20     0.059288     0.001927      0.18845      0.37653 GO_bp:go_cytoplasmic_mrna_processing_body_assembly
